web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 22;Bookie;Home;Draw;Away;date;Home_team;Away_team
1572688801-1323;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/verona-sampdoria/vmRbi5mt/;;;2.50;3.10;2.80;null;Verona;Sampdoria
1572688712-829;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/lecce-napoli/2VDHVfQQ/;;;7.50;5.00;1.40;null;Lecce;Napoli
1572688863-1717;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-lecce/x4Ojuafo/;;;1.38;4.33;6.50;null;AC Milan;Lecce
1572688855-1665;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/parma-genoa/vN7zmBDi/;;;2.70;3.20;2.70;null;Parma;Genoa
1572688754-1065;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-sampdoria/jen5MjmD/;;;1.60;4.03;5.65;null;Fiorentina;Sampdoria
1572688665-524;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-juventus/KCD7fMt6/;;;4.73;3.61;1.85;null;Fiorentina;Juventus
1572688652-420;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Inter;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-inter/bsyys3C6/;;;5.55;4.00;1.56;null;Cagliari;Inter
1572688819-1443;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-udinese/lOokX12O/;;;1.52;4.25;6.10;null;Fiorentina;Udinese
1572688816-1419;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/inter-juventus/IwQ2jP2n/;;;2.70;3.00;2.75;null;Inter;Juventus
1572688715-857;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Parma;https://www.betexplorer.com/soccer/italy/serie-a/lazio-parma/OvFDWzBK/;;;1.27;5.80;10.00;null;Lazio;Parma
1572688750-1046;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/genoa-bologna/4bzmozQD/;;;2.40;3.40;2.85;null;Genoa;Bologna
1572688886-1860;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/spal-napoli/xtdSptlL/;;;6.15;4.55;1.51;null;Spal;Napoli
1572688866-1735;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/brescia-fiorentina/p6qCns2B/;;;4.80;4.03;1.74;null;Brescia;Fiorentina
1572688622-232;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/inter-lecce/Um4oWobl/;;;1.26;5.95;10.50;null;Inter;Lecce
1572688632-302;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-brescia/jXLjb4ss/;;;1.56;3.85;6.65;null;AC Milan;Brescia
1572688747-1033;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/inter-lazio/bcTeqEfQ/;;;1.95;3.50;3.80;null;Inter;Lazio
1572688882-1837;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/torino-cagliari/W2eWq03R/;;;1.75;3.70;4.50;null;Torino;Cagliari
1572688926-2121;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/juventus-genoa/Uwy7wbte/;;;1.22;6.50;12.00;null;Juventus;Genoa
1572688628-274;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/juventus-napoli/IqixussJ/;;;2.00;3.25;3.90;null;Juventus;Napoli
1572688718-876;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/bologna-as-roma/YkjPP4x8/;;;2.67;3.70;2.60;null;Bologna;AS Roma
1572688819-1451;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-udinese/lOokX12O/;;;1.54;4.20;6.00;null;Fiorentina;Udinese
1572688833-1531;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a/napoli-verona/txkXmibo/;;;1.22;6.65;11.50;null;Napoli;Verona
1572688747-1029;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/inter-lazio/bcTeqEfQ/;;;1.97;3.50;3.80;null;Inter;Lazio
1572688652-440;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Inter;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-inter/bsyys3C6/;;;5.20;3.75;1.53;null;Cagliari;Inter
1572688600-103;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/udinese-ac-milan/bJhlj7kK/;;;3.90;3.30;2.05;null;Udinese;AC Milan
1572688826-1480;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-lecce/bZhxz4I5/;;;1.23;7.20;12.00;null;Atalanta;Lecce
1572688632-300;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-brescia/jXLjb4ss/;;;1.57;4.00;6.00;null;AC Milan;Brescia
1572688690-704;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-genoa/xOG5Ydt8/;;;2.70;3.10;2.35;null;Cagliari;Genoa
1572688765-1112;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-atalanta/xK4TyQmg/;;;4.35;4.15;1.74;null;Sassuolo;Atalanta
1572688677-607;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/genoa-atalanta/WnHBgtdC/;;;3.50;3.50;2.15;null;Genoa;Atalanta
1572688910-2020;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-as-roma/Uwcxgwtr/;;;3.75;3.40;2.05;null;Udinese;AS Roma
1572688681-618;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/brescia-bologna/xlO2e2Ra/;;;3.55;3.35;2.00;null;Brescia;Bologna
1572688743-1006;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/napoli-cagliari/06FNvY2s/;;;1.16;7.75;15.00;null;Napoli;Cagliari
1572688743-1012;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/napoli-cagliari/06FNvY2s/;;;1.15;6.50;11.00;null;Napoli;Cagliari
1572688600-93;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/udinese-ac-milan/bJhlj7kK/;;;4.10;3.48;2.00;null;Udinese;AC Milan
1572688789-1263;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Verona;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-verona/OGvfNQYa/;;;2.20;3.25;3.40;null;Cagliari;Verona
1572688754-1068;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-sampdoria/jen5MjmD/;;;1.59;4.20;5.30;null;Fiorentina;Sampdoria
1572688743-996;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/napoli-cagliari/06FNvY2s/;;;1.17;7.50;13.00;null;Napoli;Cagliari
1572688798-1321;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a/parma-torino/WM1LwnJt/;;;2.95;2.95;2.30;null;Parma;Torino
1572688648-407;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/genoa-fiorentina/vghYuNRC/;;;2.80;3.40;2.50;null;Genoa;Fiorentina
1572688765-1113;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-atalanta/xK4TyQmg/;;;4.10;4.15;1.75;null;Sassuolo;Atalanta
1572688619-208;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.62;3.75;5.00;null;AS Roma;Genoa
1572688870-1741;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/verona-sassuolo/zHFXObR1/;;;2.25;3.15;3.20;null;Verona;Sassuolo
1572688709-811;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-torino/MFflQYml/;;;2.95;3.30;2.53;null;Sampdoria;Torino
1572688593-61;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-napoli/b1sElfEF/;;;4.45;3.45;1.87;null;Fiorentina;Napoli
1572688774-1187;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/udinese-bologna/KrfYzp3a/;;;3.10;3.20;2.40;null;Udinese;Bologna
1572688836-1544;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/lazio-atalanta/zexPqunU/;;;2.25;3.50;3.25;null;Lazio;Atalanta
1572688768-1137;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-inter/Qq1Px6Yn/;;;4.75;3.75;1.73;null;Sampdoria;Inter
1572688635-313;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Parma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-parma/bcPbdrCg/;;;1.93;3.44;4.52;null;Udinese;Parma
1572688729-906;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/verona-udinese/GYwipfuK/;;;2.53;3.25;2.95;null;Verona;Udinese
1572688687-674;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/torino-lecce/YFws9Lea/;;;1.44;4.50;7.50;null;Torino;Lecce
1572688590-33;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/parma-juventus/nPbjV5Df/;;;9.80;5.30;1.33;null;Parma;Juventus
1572688610-165;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-lazio/KxcbTqr7/;;;3.50;3.45;2.13;null;Sampdoria;Lazio
1572688690-700;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-genoa/xOG5Ydt8/;;;3.16;3.33;2.42;null;Cagliari;Genoa
1572688923-2110;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Torino;https://www.betexplorer.com/soccer/italy/serie-a/lazio-torino/O0zBxIe1/;;;1.53;4.30;6.40;null;Lazio;Torino
1572688610-172;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-lazio/KxcbTqr7/;;;3.70;3.47;2.12;null;Sampdoria;Lazio
1572688635-316;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Parma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-parma/bcPbdrCg/;;;1.85;3.30;4.33;null;Udinese;Parma
1572688932-2180;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Spal;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-spal/zyvFyxB7/;;;1.61;3.85;6.51;null;AC Milan;Spal
1572688695-714;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/udinese-brescia/fThdOCI0/;;;1.83;3.40;4.40;null;Udinese;Brescia
1572688614-192;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-brescia/pbwAkza9/;;;1.80;3.55;4.70;null;Cagliari;Brescia
1572688593-50;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-napoli/b1sElfEF/;;;4.10;3.60;1.84;null;Fiorentina;Napoli
1572688641-365;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;2.10;3.40;3.80;null;Lecce;Verona
1572688705-780;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Spal;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-spal/GxfhPh3f/;;;1.95;3.40;3.90;null;Sassuolo;Spal
1572688747-1017;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/inter-lazio/bcTeqEfQ/;;;1.92;3.58;4.32;null;Inter;Lazio
1572688855-1674;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/parma-genoa/vN7zmBDi/;;;2.67;3.19;2.84;null;Parma;Genoa
1572688836-1561;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/lazio-atalanta/zexPqunU/;;;2.18;3.60;3.15;null;Lazio;Atalanta
1572688619-209;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.77;3.70;4.85;null;AS Roma;Genoa
1572688645-384;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/lazio-as-roma/WnuK3QJJ/;;;2.00;3.60;3.50;null;Lazio;AS Roma
1572688829-1507;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-cagliari/bks0kqIh/;;;1.33;5.00;8.00;null;AS Roma;Cagliari
1572688876-1791;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Parma;https://www.betexplorer.com/soccer/italy/serie-a/inter-parma/2N3Fmr42/;;;1.28;5.75;10.00;null;Inter;Parma
1572688684-659;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-sassuolo/xlpYAsRn/;;;1.52;4.33;5.80;null;AS Roma;Sassuolo
1572688684-649;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-sassuolo/xlpYAsRn/;;;1.56;4.65;5.40;null;AS Roma;Sassuolo
1572688597-71;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/verona-bologna/jc5sXRrr/;;;4.04;3.44;2.03;null;Verona;Bologna
1572688762-1081;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/torino-ac-milan/4bCvyj26/;;;2.55;3.00;2.85;null;Torino;AC Milan
1572688729-905;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/verona-udinese/GYwipfuK/;;;2.53;3.10;3.10;null;Verona;Udinese
1572688638-347;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-sampdoria/UNKfcOdm/;;;2.25;3.55;3.10;null;Sassuolo;Sampdoria
1572688843-1598;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a/udinese-torino/UB0mp9cA/;;;3.00;3.00;2.63;null;Udinese;Torino
1572688671-569;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/spal-lazio/jilxA1tg/;;;5.80;4.10;1.59;null;Spal;Lazio
1572688661-495;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/inter-udinese/40FJiKQO/;;;1.34;5.40;8.80;null;Inter;Udinese
1572688726-885;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-fiorentina/KnnLQpN1/;;;2.27;3.60;3.20;null;Atalanta;Fiorentina
1572688610-163;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-lazio/KxcbTqr7/;;;3.65;3.33;2.10;null;Sampdoria;Lazio
1572688739-972;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/parma-sassuolo/UuKRwhIm/;;;2.80;3.35;2.58;null;Parma;Sassuolo
1572688603-125;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/torino-sassuolo/KSgpimzE/;;;1.85;3.60;4.40;null;Torino;Sassuolo
1572688695-723;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/udinese-brescia/fThdOCI0/;;;1.88;3.60;4.30;null;Udinese;Brescia
1572688652-421;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Inter;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-inter/bsyys3C6/;;;5.70;4.15;1.60;null;Cagliari;Inter
1572688843-1607;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a/udinese-torino/UB0mp9cA/;;;2.70;3.00;2.45;null;Udinese;Torino
1572688777-1203;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/napoli-brescia/UDFgrSAP/;;;1.20;7.00;13.00;null;Napoli;Brescia
1572688625-253;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Spal;https://www.betexplorer.com/soccer/italy/serie-a/bologna-spal/KjxXsqc0/;;;1.86;3.55;4.45;null;Bologna;Spal
1572688762-1088;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/torino-ac-milan/4bCvyj26/;;;2.57;3.15;2.91;null;Torino;AC Milan
1572688819-1450;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-udinese/lOokX12O/;;;1.55;4.00;6.80;null;Fiorentina;Udinese
1572688690-688;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-genoa/xOG5Ydt8/;;;2.90;3.20;2.45;null;Cagliari;Genoa
1572688789-1262;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Verona;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-verona/OGvfNQYa/;;;2.15;3.17;3.44;null;Cagliari;Verona
1572688665-510;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-juventus/KCD7fMt6/;;;4.30;3.65;1.87;null;Fiorentina;Juventus
1572688879-1810;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/genoa-brescia/dQGTPvCe/;;;2.05;3.68;3.68;null;Genoa;Brescia
1572688847-1619;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Inter;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-inter/Cz6rokr4/;;;5.20;3.80;1.67;null;Sassuolo;Inter
1572688863-1706;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-lecce/x4Ojuafo/;;;1.45;4.85;6.75;null;AC Milan;Lecce
1572688736-954;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/spal-lecce/je8zxWn0/;;;2.05;3.40;3.60;null;Spal;Lecce
1572688768-1126;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-inter/Qq1Px6Yn/;;;5.20;3.75;1.72;null;Sampdoria;Inter
1572688681-636;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/brescia-bologna/xlO2e2Ra/;;;3.45;3.35;2.16;null;Brescia;Bologna
1572688932-2165;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Spal;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-spal/zyvFyxB7/;;;1.61;4.00;5.75;null;AC Milan;Spal
1572688774-1184;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/udinese-bologna/KrfYzp3a/;;;3.05;3.25;2.40;null;Udinese;Bologna
1572688695-721;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/udinese-brescia/fThdOCI0/;;;2.00;3.40;3.80;null;Udinese;Brescia
1572688840-1572;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/juventus-bologna/6LXKpLWN/;;;1.33;5.15;9.35;null;Juventus;Bologna
1572688614-199;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-brescia/pbwAkza9/;;;1.84;3.52;4.90;null;Cagliari;Brescia
1572688866-1738;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/brescia-fiorentina/p6qCns2B/;;;4.60;3.90;1.70;null;Brescia;Fiorentina
1572688873-1763;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/lecce-juventus/tE2Jn2J8/;;;8.25;4.90;1.34;null;Lecce;Juventus
1572688843-1596;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a/udinese-torino/UB0mp9cA/;;;2.95;3.00;2.60;null;Udinese;Torino
1572688816-1422;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/inter-juventus/IwQ2jP2n/;;;2.80;3.00;2.80;null;Inter;Juventus
1572688655-447;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-torino/QTxTrPsf/;;;1.56;4.12;5.35;null;Atalanta;Torino
1572688733-936;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/brescia-juventus/C4m1NWX6/;;;7.35;4.25;1.46;null;Brescia;Juventus
1572688619-220;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.60;3.60;5.20;null;AS Roma;Genoa
1572688705-783;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Spal;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-spal/GxfhPh3f/;;;2.00;3.50;3.90;null;Sassuolo;Spal
1572688789-1258;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Verona;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-verona/OGvfNQYa/;;;2.25;3.10;3.65;null;Cagliari;Verona
1572688900-1949;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-ac-milan/OxhOoMYE/;;;2.13;3.40;3.45;null;AS Roma;AC Milan
1572688805-1354;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Parma;https://www.betexplorer.com/soccer/italy/serie-a/spal-parma/xtt4l3Xb/;;;2.60;3.20;2.80;null;Spal;Parma
1572688913-2042;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-fiorentina/OdK9cJXQ/;;;3.10;3.40;2.30;null;Sassuolo;Fiorentina
1572688784-1248;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/lazio-genoa/KrY2L43C/;;;1.36;5.25;7.75;null;Lazio;Genoa
1572688715-848;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Parma;https://www.betexplorer.com/soccer/italy/serie-a/lazio-parma/OvFDWzBK/;;;1.27;5.95;9.95;null;Lazio;Parma
1572688661-492;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/inter-udinese/40FJiKQO/;;;1.33;5.00;10.00;null;Inter;Udinese
1572688641-369;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;2.00;3.45;3.75;null;Lecce;Verona
1572688684-656;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-sassuolo/xlpYAsRn/;;;1.56;4.57;5.86;null;AS Roma;Sassuolo
1572688926-2134;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/juventus-genoa/Uwy7wbte/;;;1.20;6.50;13.00;null;Juventus;Genoa
