web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 22;Bookie;Home;Draw;Away;Home_team;Away_team
1572690693-8501;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-napoli/l64GfV3c/;;;3.20;3.50;2.22;AS Roma;Napoli
1572690840-9373;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-cagliari/ABgVOXE5/;;;1.36;5.10;8.50;AS Roma;Cagliari
1572690803-9177;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-ac-milan/j7M48CUO/;null;null;5.55;3.82;1.66;Parma;AC Milan
1572690840-9377;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-cagliari/ABgVOXE5/;;;1.35;5.02;7.67;AS Roma;Cagliari
1572690875-9628;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-frosinone/xt2iUSjo/;;;1.65;3.95;5.20;Sassuolo;Frosinone
1572689810-2942;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-ac-milan/x461NPAl/;;;4.60;3.55;1.86;Cagliari;AC Milan
1572690908-9847;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-sassuolo/l2USZ9pL/;null;null;1.60;4.00;5.75;Torino;Sassuolo
1572689975-4046;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-empoli/bHTc5T52/;;;3.25;3.30;2.38;Frosinone;Empoli
1572690520-7348;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-sampdoria/nHxZOIdF/;;;1.51;3.80;6.55;Inter;Sampdoria
1572690962-10192;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-bologna/QqXeT7Nl/;;;2.50;2.80;3.40;Lazio;Bologna
1572690572-7678;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-parma/t0PpZNyK/;;;1.95;3.30;3.70;Empoli;Parma
1572690232-5569;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-sassuolo/j7ImbRGP/;;;3.76;3.26;2.22;Frosinone;Sassuolo
1572689695-2336;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-frosinone/ltNL50qn/;;;1.35;5.26;10.54;Atalanta;Frosinone
1572689679-2252;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-inter/r7UIslcd/;;;4.70;3.75;1.78;Sassuolo;Inter
1572689848-3204;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-udinese/0KxeX0vD/;;;2.88;3.00;2.88;Chievo;Udinese
1572690047-4385;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-cagliari/j7EjBeYh/;;;1.15;7.50;14.35;Juventus;Cagliari
1572690565-7644;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-inter/by00RBID/;;;5.00;3.55;1.75;Cagliari;Inter
1572690693-8494;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-napoli/l64GfV3c/;;;3.30;3.45;2.20;AS Roma;Napoli
1572690436-6884;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-torino/pC2HASy5/;;;3.20;2.85;2.25;Spal;Torino
1572690657-8258;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-chievo/x88CQjkH/;;;1.22;6.50;14.00;Atalanta;Chievo
1572690549-7554;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-napoli/vB1CxxRE/;;;10.50;5.00;1.33;Parma;Napoli
1572690712-8640;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-parma/2qaf6S29/;;;2.07;3.28;4.21;Frosinone;Parma
1572690732-8775;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-torino/OKzA0cWm/;null;null;4.60;3.50;1.83;Parma;Torino
1572690317-6098;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-sassuolo/464x5ZT9/;;;1.52;4.10;6.10;AS Roma;Sassuolo
1572690191-5320;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-sampdoria/8OULwxED/;;;1.43;4.75;7.00;Lazio;Sampdoria
1572690764-8993;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-udinese/pl4iDzGg/;;;1.62;4.00;5.40;AS Roma;Udinese
1572689670-2222;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-juventus/AeBU3vEb/;;;16.50;6.00;1.22;Chievo;Juventus
1572689939-3790;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-inter/CKBWl8LL/;;;6.50;4.00;1.57;Spal;Inter
1572690741-8823;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-genoa/UaWodru2/;;;1.29;5.50;11.00;Napoli;Genoa
1572689759-2645;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-genoa/fq3xTomR/;;;2.32;3.10;3.25;Sassuolo;Genoa
1572690249-5696;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-ac-milan/d8kaierD/;;;3.90;3.10;1.88;Bologna;AC Milan
1572690183-5271;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-inter/UXVHvIb7/;;;1.55;3.90;6.75;Juventus;Inter
1572690750-8909;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-frosinone/j9XscOPe/;;;1.43;4.61;8.79;Fiorentina;Frosinone
1572689699-2358;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-ac-milan/Ov5idmCk/;;;1.57;4.00;5.50;Napoli;AC Milan
1572690144-5003;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-fiorentina/Y9fOYkWG/;;;3.15;3.15;2.40;Bologna;Fiorentina
1572690915-9886;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-empoli/CdaOWLCq/;;;2.15;3.90;3.10;Sampdoria;Empoli
1572690712-8629;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-parma/2qaf6S29/;;;1.97;3.20;3.99;Frosinone;Parma
1572690067-4513;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-frosinone/vT638gIB/;;;2.14;3.15;3.75;Parma;Frosinone
1572690229-5559;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-parma/4EbOiPgg/;;;1.80;3.60;4.50;Sampdoria;Parma
1572690423-6817;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-parma/fN94DUin/;;;1.17;7.00;19.00;Juventus;Parma
1572690115-4801;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-juventus/jkLKEUvo/;;;4.90;3.70;1.74;AC Milan;Juventus
1572690706-8597;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-lazio/dndn8lYd/;;;5.80;3.65;1.65;Spal;Lazio
1572690510-7295;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-chievo/QTrX4c5q/;;;2.00;3.00;4.60;Udinese;Chievo
1572690687-8449;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-torino/ltZKiTmG/;;;2.24;3.30;3.35;Fiorentina;Torino
1572689952-3893;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-sampdoria/zwwPVSEq/;;;1.54;4.20;6.00;Atalanta;Sampdoria
1572690889-9703;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-as-roma/UZlwhWrh/;;;3.15;3.30;2.31;Genoa;AS Roma
1572689955-3901;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-chievo/v7DOjUj9/;;;1.20;6.25;13.00;AC Milan;Chievo
1572690679-8418;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-lazio/dCHUWRBj/;;;2.50;3.15;2.95;Inter;Lazio
1572690180-5238;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-napoli/IF9NUtVr/;;;3.25;3.40;2.28;Atalanta;Napoli
1572690991-10320;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-empoli/MP5wto7f/;;;1.28;6.30;9.70;Inter;Empoli
1572689824-3041;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-empoli/zyzSZg0B/;;;2.19;3.30;3.45;Sassuolo;Empoli
1572690001-4149;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-fiorentina/W2sQfzlC/;;;2.27;3.38;3.33;Torino;Fiorentina
1572690764-8986;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-udinese/pl4iDzGg/;;;1.62;4.15;5.10;AS Roma;Udinese
1572689925-3731;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-frosinone/QNFzlSzS/;;;1.45;4.00;9.00;Torino;Frosinone
1572690389-6608;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-napoli/f1YT0i8t/;;;3.60;3.25;2.25;AC Milan;Napoli
1572690252-5712;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-frosinone/YRT7kfUM/;;;1.71;3.70;5.15;Udinese;Frosinone
1572690007-4181;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-parma/E5efsHJC/;;;1.30;5.50;10.00;Atalanta;Parma
1572690243-5649;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-genoa/Mk9Jh5vm/;;;1.52;4.30;6.40;AS Roma;Genoa
1572690529-7430;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-bologna/Kn649wcS/;;;1.40;4.85;8.75;AS Roma;Bologna
1572690001-4136;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-fiorentina/W2sQfzlC/;;;2.26;3.30;3.30;Torino;Fiorentina
1572690898-9780;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-ac-milan/2oSGxC02/;;;2.90;3.40;2.40;Fiorentina;AC Milan
1572690703-8567;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-sampdoria/tzbb5nIF/;;;2.26;3.20;3.40;Torino;Sampdoria
1572690875-9634;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-frosinone/xt2iUSjo/;;;1.55;3.75;5.00;Sassuolo;Frosinone
1572690389-6617;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-napoli/f1YT0i8t/;;;3.40;3.10;2.30;AC Milan;Napoli
1572690436-6881;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-torino/pC2HASy5/;;;3.30;2.88;2.50;Spal;Torino
1572689918-3687;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-udinese/IJiIpBET/;null;null;2.75;3.00;2.80;Bologna;Udinese
1572690533-7451;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-empoli/jkLHGf4e/;;;1.45;4.40;7.20;AC Milan;Empoli
1572689674-2245;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-as-roma/KOD16XZd/;;;3.55;3.40;2.13;Torino;AS Roma
1572689800-2884;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-sassuolo/fai0rRnE/;;;1.22;6.50;13.00;Juventus;Sassuolo
1572690067-4505;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-frosinone/vT638gIB/;;;2.08;3.35;3.60;Parma;Frosinone
1572690071-4528;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-spal/YV3eAFma/;;;1.34;5.00;9.05;Lazio;Spal
1572689703-2379;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-lazio/pl6mcTdq/;;;1.47;4.35;7.00;Juventus;Lazio
1572690155-5063;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-bologna/nobQl2ME/;;;1.97;3.22;4.48;Sampdoria;Bologna
1572690365-6442;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-lazio/4IUxUAwJ/;;;2.08;3.35;3.70;Napoli;Lazio
1572689722-2466;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-empoli/l45I2kZL/;;;2.05;3.50;3.65;Genoa;Empoli
1572690840-9380;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-cagliari/ABgVOXE5/;;;1.33;5.00;9.00;AS Roma;Cagliari
1572690320-6134;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-cagliari/dO7bAU5k/;;;2.48;3.00;3.15;Udinese;Cagliari
1572690568-7672;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-as-roma/AZTlYsiQ/;;;2.39;3.50;3.13;Lazio;AS Roma
1572690623-8040;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-cagliari/nFNSQaq0/;;;2.02;3.20;4.00;Bologna;Cagliari
1572689918-3678;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-udinese/IJiIpBET/;null;null;2.75;3.05;2.75;Bologna;Udinese
1572689674-2229;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-as-roma/KOD16XZd/;;;3.55;3.60;2.09;Torino;AS Roma
1572690249-5677;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-ac-milan/d8kaierD/;;;4.20;3.30;1.96;Bologna;AC Milan
1572690866-9563;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-torino/KOsjkUSA/;;;1.65;3.80;5.50;Juventus;Torino
1572689665-2185;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-napoli/ILEx2IrB/;;;2.80;3.45;2.40;Lazio;Napoli
1572690395-6648;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-spal/GGMxaVxg/;;;2.30;3.00;3.40;Parma;Spal
1572690575-7707;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-sassuolo/f75LSLEm/;;;1.58;3.95;6.15;AC Milan;Sassuolo
1572690822-9318;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-frosinone/CGN09hFI/;null;null;1.95;3.30;4.20;Cagliari;Frosinone
1572690700-8550;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-udinese/bBh346XL/;;;1.56;3.85;6.60;AC Milan;Udinese
1572690594-7835;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-fiorentina/jBdhTXm1/;;;1.81;3.82;4.36;Atalanta;Fiorentina
1572690191-5318;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-sampdoria/8OULwxED/;;;1.45;4.91;7.21;Lazio;Sampdoria
1572689703-2365;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-lazio/pl6mcTdq/;;;1.47;4.35;7.00;Juventus;Lazio
1572689871-3376;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-chievo/tx3lieVo/;;;1.77;3.66;4.99;Genoa;Chievo
1572690191-5316;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-sampdoria/8OULwxED/;;;1.43;4.75;7.00;Lazio;Sampdoria
1572690359-6399;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-torino/xCr0oC8g/;;;1.60;4.00;5.80;AS Roma;Torino
1572690074-4562;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-sassuolo/tYOGHceP/;;;3.60;3.20;1.93;Chievo;Sassuolo
1572690115-4813;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-juventus/jkLKEUvo/;;;5.10;3.65;1.72;AC Milan;Juventus
1572690477-7062;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-napoli/Gf9mDLc3/;;;3.80;3.35;1.91;Fiorentina;Napoli
1572690660-8284;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-inter/nsbnKlSp/;;;2.60;2.90;3.10;AC Milan;Inter
1572690275-5861;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-sampdoria/IiXWmsgI/;;;2.45;3.40;2.85;Empoli;Sampdoria
1572689768-2725;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-udinese/SWNw8pB1/;;;1.80;3.60;4.50;Fiorentina;Udinese
1572690898-9783;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-ac-milan/2oSGxC02/;;;2.90;3.45;2.40;Fiorentina;AC Milan
1572690033-4300;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-sampdoria/vmTGbIlm/;;;1.50;4.33;6.50;AC Milan;Sampdoria
1572690104-4741;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-bologna/bittMCnB/;;;3.00;3.00;2.50;Chievo;Bologna
1572689871-3368;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-chievo/tx3lieVo/;;;1.74;3.45;4.95;Genoa;Chievo
1572690284-5920;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-empoli/Yohk2XDS/;;;1.79;3.70;4.75;Torino;Empoli
1572690709-8603;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-inter/GjJapotj/;;;3.90;3.55;1.95;Genoa;Inter
1572690101-4712;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-udinese/tGVpLW1H/;;;2.05;3.35;3.65;Empoli;Udinese
1572690735-8798;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-ac-milan/d6KTKRH2/;null;null;1.78;3.10;4.33;Juventus;AC Milan
1572690732-8777;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-torino/OKzA0cWm/;null;null;4.80;3.57;1.83;Parma;Torino
1572690516-7345;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-torino/rqWsNdRR/;;;1.38;4.60;9.00;Napoli;Torino
1572690004-4162;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-juventus/tCmt5KBJ/;;;10.00;5.50;1.30;Empoli;Juventus
