start;url;match;href;Bookmakers: 21;Bookie;Home;Draw;Away;Home_team;Away_team
1572703969-32240;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-as-roma/0UTuaohG/;;;1.58;4.00;7.80;Juventus;AS Roma
1572704507-35982;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-sampdoria/4hoNhv6N/;;;1.20;6.25;13.00;Juventus;Sampdoria
1572704366-35012;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-bologna/tzbYg8T2/;null;null;1.25;5.75;11.50;Napoli;Bologna
1572704500-35931;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-inter/zDg6dM6b/;;;1.66;4.00;4.80;Sassuolo;Inter
1572704073-32925;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-sampdoria/WOl7JCZa/;;;1.50;4.20;7.00;AS Roma;Sampdoria
1572704483-35814;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-sassuolo/OKAlvuiU/;;;5.50;4.00;1.60;Frosinone;Sassuolo
1572703460-28855;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-palermo/rZS5KOqD/;;;1.65;3.70;6.00;Torino;Palermo
1572703780-30989;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-inter/n5jxMjw8/;;;3.80;3.30;2.05;Udinese;Inter
1572704150-33426;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-torino/ji48vZSM/;;;1.97;3.35;4.10;AC Milan;Torino
1572703872-31595;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-as-roma/ANshVFXI/;;;3.05;3.10;2.50;Chievo;AS Roma
1572703643-30079;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-empoli/Wh8twkD6/;null;null;2.40;3.10;3.10;Palermo;Empoli
1572704409-35273;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-sassuolo/CYEqi6DL/;null;null;2.50;3.31;3.14;Torino;Sassuolo
1572704342-34821;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-torino/ppGTPTEM/;null;null;3.00;3.15;2.58;Bologna;Torino
1572703876-31605;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-bologna/YHnTzK3s/;;;1.45;4.20;8.00;AC Milan;Bologna
1572703442-28736;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-torino/zRITIB88/;null;null;2.80;3.15;2.65;Chievo;Torino
1572703445-28754;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-napoli/0jBF97Vf/;null;null;5.60;3.90;1.55;Carpi;Napoli
1572703330-28010;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-sampdoria/CWZSUB2d/;;;1.35;5.50;8.20;Napoli;Sampdoria
1572703454-28805;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-carpi/hpzgNQaf/;null;null;1.32;4.85;11.00;AS Roma;Carpi
1572703601-29787;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-carpi/WKUDyxx2/;null;null;2.47;3.23;2.95;Frosinone;Carpi
1572704487-35845;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-palermo/GlKTr3xa/;;;1.65;3.90;5.30;Fiorentina;Palermo
1572703653-30130;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-atalanta/SKNKj8s6/;;;1.69;3.64;4.95;AC Milan;Atalanta
1572704012-32532;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-as-roma/dfYWHabe/;;;2.90;3.10;2.50;Sassuolo;AS Roma
1572703587-29691;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-fiorentina/hUV9xIMe/;;;5.00;3.80;1.70;Verona;Fiorentina
1572704467-35703;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-empoli/bDPOqqNh/;;;1.32;5.25;9.00;Inter;Empoli
1572704023-32591;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-ac-milan/6PFNvN58/;;;3.95;3.55;1.98;Palermo;AC Milan
1572703725-30627;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-carpi/nPzpE2uU/;;;1.61;3.70;6.20;Genoa;Carpi
1572703649-30122;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-bologna/buW3fjrs/;;;2.25;3.25;3.40;Verona;Bologna
1572704188-33673;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-chievo/AaqSXNB7/;null;null;1.17;7.40;18.00;Napoli;Chievo
1572704339-34817;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-genoa/CfOGSVU3/;null;null;2.82;3.15;2.75;Carpi;Genoa
1572703320-27929;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-empoli/hA1ui2Jb/;;;1.65;4.00;5.50;AC Milan;Empoli
1572704066-32877;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-juventus/vVBYZXJt/;;;11.85;6.00;1.26;Frosinone;Juventus
1572703806-31178;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-sampdoria/MubjVfGL/;;;1.42;4.50;8.00;Lazio;Sampdoria
1572703283-27687;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-as-roma/Kds2wqka/;null;null;5.60;3.90;1.73;Verona;AS Roma
1572703780-30992;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-inter/n5jxMjw8/;;;3.80;3.20;2.00;Udinese;Inter
1572703320-27939;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-empoli/hA1ui2Jb/;;;1.61;3.84;5.47;AC Milan;Empoli
1572704003-32461;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-juventus/4xVAC4MF/;;;8.80;4.10;1.44;Chievo;Juventus
1572703365-28225;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-atalanta/EyEBgeuc/;null;null;2.17;3.27;3.48;Sassuolo;Atalanta
1572704197-33742;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-palermo/tKiBy6Cr/;null;null;1.37;5.20;8.50;Inter;Palermo
1572704147-33418;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-as-roma/E5yVezbc/;;;4.20;3.50;1.80;Empoli;AS Roma
1572704436-35480;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-torino/UZxna35r/;null;null;2.04;3.56;4.03;Udinese;Torino
1572703614-29878;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-empoli/vNkZrKqS/;;;2.59;3.34;2.99;Sampdoria;Empoli
1572703333-28013;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-verona/Ii9Sg4Zu/;;;1.95;3.50;3.80;Genoa;Verona
1572703562-29525;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-frosinone/p46WObhd/;;;1.40;4.50;7.50;Udinese;Frosinone
1572704218-33896;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-bologna/UFv2p1eD/;null;null;1.62;3.60;6.00;Inter;Bologna
1572704230-33990;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-atalanta/M9Rm84mK/;null;null;1.89;3.33;4.80;Lazio;Atalanta
1572703855-31472;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-fiorentina/CSLzfaAJ/;;;4.65;3.63;1.72;Palermo;Fiorentina
1572703428-28634;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-genoa/M5aO7o07/;;;1.87;3.49;4.03;Lazio;Genoa
1572704211-33835;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-juventus/xnoKZqse/;null;null;7.45;3.88;1.47;Atalanta;Juventus
1572703407-28511;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-frosinone/Umd22jOR/;;;1.83;3.47;4.63;Bologna;Frosinone
1572704281-34361;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-napoli/AgOIBwfC/;null;null;7.00;4.20;1.52;Udinese;Napoli
1572703830-31329;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-chievo/GK0cN0Zs/;;;1.44;4.20;7.50;Fiorentina;Chievo
1572703876-31607;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-bologna/YHnTzK3s/;;;1.50;3.90;7.50;AC Milan;Bologna
1572703682-30335;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-ac-milan/fes23oRB/;;;1.57;3.75;6.75;Juventus;AC Milan
1572703621-29923;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-as-roma/INkl0LE2/;null;null;2.56;3.25;2.85;Inter;AS Roma
1572703761-30851;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-sassuolo/xhOnBZOk/;;;2.30;3.25;3.25;Sampdoria;Sassuolo
1572703959-32183;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-napoli/rNt2EQi3/;;;6.75;4.25;1.50;Sampdoria;Napoli
1572703922-31918;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-juventus/I9fxuQ0p/;null;null;5.25;3.30;1.83;Udinese;Juventus
1572703653-30127;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-atalanta/SKNKj8s6/;;;1.73;3.75;5.10;AC Milan;Atalanta
1572703621-29905;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-as-roma/INkl0LE2/;null;null;2.50;3.25;2.85;Inter;AS Roma
1572703435-28676;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-verona/MsLuG9hR/;;;1.33;5.80;11.50;Inter;Verona
1572703351-28140;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-chievo/Eadbpi2q/;;;1.45;4.46;9.23;Juventus;Chievo
1572703820-31262;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-palermo/b3KQSMBK/;;;2.10;3.30;3.30;Sampdoria;Palermo
1572704164-33519;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-inter/MBCirHTc/;;;1.50;3.80;8.00;Juventus;Inter
1572704230-33975;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-atalanta/M9Rm84mK/;null;null;1.85;3.20;4.20;Lazio;Atalanta
1572703474-28957;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-udinese/tAWlO6pl/;;;2.75;3.00;2.75;Bologna;Udinese
1572704424-35373;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-chievo/0bmXs2z8/;null;null;2.06;3.40;3.85;Atalanta;Chievo
1572703770-30932;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-ac-milan/fVcBUNPA/;null;null;4.50;3.50;1.75;Carpi;AC Milan
1572703326-27984;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-fiorentina/dr8WhOln/;;;2.60;3.20;2.60;Torino;Fiorentina
1572703879-31642;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-lazio/dYIMpeX5/;;;1.85;3.60;4.70;Fiorentina;Lazio
1572703421-28591;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-as-roma/z93S65FD/;;;4.75;3.75;1.75;Sampdoria;AS Roma
1572703742-30722;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-fiorentina/OpSB9Mmo/;null;null;4.10;3.18;2.21;Sassuolo;Fiorentina
1572703548-29431;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-carpi/A37kOR1o/;;;1.80;3.40;4.70;Atalanta;Carpi
1572704090-33030;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-frosinone/CrAtYBlg/;;;1.50;4.20;6.90;Empoli;Frosinone
1572703748-30781;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-juventus/0Q9sXGo9/;;;3.35;3.10;2.32;Lazio;Juventus
1572704291-34433;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-frosinone/MXiyUK9t/;null;null;1.54;4.02;5.87;Genoa;Frosinone
1572703823-31286;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-lazio/b3dIIxlD/;;;2.12;3.37;3.97;Inter;Lazio
1572703548-29439;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-carpi/A37kOR1o/;;;1.86;3.40;4.60;Atalanta;Carpi
1572703387-28381;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-palermo/Qeao6YO2/;;;1.67;3.60;5.50;AC Milan;Palermo
1572703834-31349;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-juventus/2y39KbJ0/;;;10.77;4.69;1.34;Carpi;Juventus
1572704211-33847;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-juventus/xnoKZqse/;null;null;10.50;4.17;1.46;Atalanta;Juventus
1572704443-35528;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-verona/4hVbd1k1/;null;null;1.52;4.40;6.00;Sassuolo;Verona
1572703709-30512;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-chievo/Msqf57da/;;;3.25;3.10;2.45;Carpi;Chievo
1572703665-30216;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-chievo/pdYFilSa/;null;null;2.58;3.10;3.35;Palermo;Chievo
1572703497-29106;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-as-roma/OWGFBlIu/;;;3.80;3.45;1.90;Palermo;AS Roma
1572703313-27895;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-chievo/hAuAyNJB/;;;2.20;3.10;3.40;Empoli;Chievo
1572704242-34072;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-frosinone/r5mBfoJK/;null;null;1.85;3.40;4.60;Carpi;Frosinone
1572703354-28159;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-as-roma/hSCFhFf3/;;;8.22;4.71;1.39;Frosinone;AS Roma
1572704147-33408;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-as-roma/E5yVezbc/;;;3.72;3.30;2.01;Empoli;AS Roma
1572704366-35018;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-bologna/tzbYg8T2/;null;null;1.22;5.50;12.00;Napoli;Bologna
1572703806-31164;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-sampdoria/MubjVfGL/;;;1.42;4.41;7.27;Lazio;Sampdoria
1572704100-33102;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-atalanta/Q7PoV9YB/;;;2.10;3.20;3.50;Sampdoria;Atalanta
1572704330-34727;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-fiorentina/4UK8Ui0i/;null;null;3.60;3.30;2.10;Empoli;Fiorentina
