start;url;match;href;Bookmakers: 21;Bookie;Home;Draw;Away;Home_team;Away_team
1572704208-33822;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-carpi/lrl7eR3E/;null;null;1.85;3.45;4.00;Bologna;Carpi
1572703504-29153;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-bologna/OCYW5pnH/;;;1.25;5.60;13.50;Juventus;Bologna
1572704412-35283;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-lazio/QueKp4jk/;null;null;3.20;3.30;2.30;Sampdoria;Lazio
1572704473-35746;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-juventus/0f1gaOMu/;;;5.10;3.80;1.58;Verona;Juventus
1572704080-32966;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-verona/jkc8nB3n/;;;1.48;4.75;7.90;Lazio;Verona
1572704227-33955;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-napoli/AFXkm3Bf/;null;null;9.25;5.75;1.29;Palermo;Napoli
1572703879-31628;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-lazio/dYIMpeX5/;;;2.00;3.10;3.90;Fiorentina;Lazio
1572704242-34071;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-frosinone/r5mBfoJK/;null;null;1.87;3.50;4.50;Carpi;Frosinone
1572704369-35039;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-fiorentina/CKZAx7bS/;null;null;3.30;3.30;2.25;Udinese;Fiorentina
1572704157-33475;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-frosinone/AyouZCjp/;;;1.50;4.20;7.00;Sampdoria;Frosinone
1572703816-31237;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-udinese/Op45Lv4f/;;;1.75;3.60;5.00;Torino;Udinese
1572704154-33454;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-verona/02Besyq4/;;;1.85;3.50;4.10;Udinese;Verona
1572704040-32718;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-carpi/I3ZSIuqk/;;;1.42;4.55;8.00;Fiorentina;Carpi
1572703665-30224;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-chievo/pdYFilSa/;null;null;2.50;3.00;3.25;Palermo;Chievo
1572704372-35057;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-sampdoria/4IEkVOj2/;null;null;2.15;3.40;3.75;Sassuolo;Sampdoria
1572703761-30870;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-sassuolo/xhOnBZOk/;;;2.35;3.20;3.20;Sampdoria;Sassuolo
1572703722-30588;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-juventus/f9MzIpt5/;;;6.20;3.65;1.57;Palermo;Juventus
1572704497-35913;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-chievo/fuJXsNi5/;null;null;1.20;6.50;15.50;AS Roma;Chievo
1572704443-35513;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-verona/4hVbd1k1/;null;null;1.52;4.40;6.00;Sassuolo;Verona
1572704409-35269;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-sassuolo/CYEqi6DL/;null;null;2.25;3.20;3.20;Torino;Sassuolo
1572703594-29732;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-juventus/h6mNoMa9/;;;6.20;3.90;1.68;Sassuolo;Juventus
1572703463-28880;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-chievo/MPR9JraJ/;;;2.20;3.10;3.40;Sassuolo;Chievo
1572703841-31398;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-genoa/p0hEJIY6/;;;1.55;4.30;6.50;AS Roma;Genoa
1572703607-29821;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-udinese/0WjVq0UL/;;;1.38;4.75;8.50;AS Roma;Udinese
1572704406-35244;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-udinese/fc4ljQSR/;null;null;1.44;4.50;8.00;Inter;Udinese
1572703470-28924;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-ac-milan/nmXpPnVs/;;;2.70;3.10;2.60;Genoa;AC Milan
1572703565-29537;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-verona/WWzXz5oi/;;;2.00;3.30;4.00;Sampdoria;Verona
1572704093-33052;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-sassuolo/YiBxZiZn/;;;3.35;2.96;2.41;Chievo;Sassuolo
1572704224-33929;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-as-roma/d8iFg5YQ/;null;null;4.15;3.25;1.85;Udinese;AS Roma
1572703928-31953;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-empoli/IoCklUwb/;null;null;2.29;3.05;3.65;Chievo;Empoli
1572703445-28755;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-napoli/0jBF97Vf/;null;null;6.00;3.75;1.57;Carpi;Napoli
1572704059-32842;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-palermo/hvwGHj4C/;;;1.73;3.60;5.50;Sassuolo;Palermo
1572704208-33815;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-carpi/lrl7eR3E/;null;null;2.05;3.20;3.80;Bologna;Carpi
1572704269-34279;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-bologna/djbqcvuJ/;null;null;2.10;3.10;4.00;Atalanta;Bologna
1572703689-30380;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-napoli/z5kA1PeO/;;;7.75;4.60;1.42;Verona;Napoli
1572704497-35922;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-chievo/fuJXsNi5/;null;null;1.21;7.65;16.20;AS Roma;Chievo
1572703484-29012;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-verona/MmE7arPp/;null;null;2.25;3.00;3.40;Chievo;Verona
1572703649-30117;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-bologna/buW3fjrs/;;;2.32;3.20;3.21;Verona;Bologna
1572703899-31770;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-sassuolo/zNMpkAOi/;;;1.72;3.84;5.63;Inter;Sassuolo
1572703969-32257;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-as-roma/0UTuaohG/;;;1.60;3.75;6.00;Juventus;AS Roma
1572703848-31430;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-atalanta/WWrlWeIC/;;;2.10;3.20;3.50;Udinese;Atalanta
1572703685-30346;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-as-roma/ht0525tI/;;;4.45;3.25;1.94;Bologna;AS Roma
1572704473-35753;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-juventus/0f1gaOMu/;;;5.65;4.10;1.59;Verona;Juventus
1572704439-35493;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-fiorentina/CfjK3qcR/;null;null;4.00;3.30;1.85;Chievo;Fiorentina
1572703996-32432;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-empoli/IqBo62aq/;;;1.28;5.50;11.00;Napoli;Empoli
1572703351-28139;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-chievo/Eadbpi2q/;;;1.33;4.50;11.00;Juventus;Chievo
1572704118-33207;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-chievo/I1lPrT2B/;;;2.51;3.20;3.00;Verona;Chievo
1572704260-34215;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-chievo/lKBS0Muf/;null;null;1.83;3.50;5.29;Sampdoria;Chievo
1572703637-30022;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-verona/dElhauU8/;null;null;2.50;3.10;2.90;Carpi;Verona
1572703435-28673;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-verona/MsLuG9hR/;;;1.33;5.15;9.50;Inter;Verona
1572703837-31369;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-napoli/AwOURtRQ/;;;6.75;4.25;1.50;Atalanta;Napoli
1572703404-28476;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-fiorentina/ELXYdUok/;;;4.35;3.30;1.93;Carpi;Fiorentina
1572704342-34819;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-torino/ppGTPTEM/;null;null;2.95;3.15;2.50;Bologna;Torino
1572703487-29033;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-torino/WdKN9Snh/;;;3.50;3.10;2.20;Carpi;Torino
1572703448-28766;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-atalanta/vsAJ8Rp1/;null;null;2.18;3.22;3.33;Empoli;Atalanta
1572704372-35053;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-sampdoria/4IEkVOj2/;null;null;2.20;3.35;3.35;Sassuolo;Sampdoria
1572703377-28312;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-napoli/ChB3skn2/;null;null;4.00;3.60;1.91;Empoli;Napoli
1572704104-33123;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-torino/vBTkUTmI/;;;3.60;3.30;2.25;Palermo;Torino
1572704171-33561;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-atalanta/Us3CwgrT/;;;2.45;3.17;3.05;Carpi;Atalanta
1572704483-35820;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-sassuolo/OKAlvuiU/;;;5.25;4.20;1.62;Frosinone;Sassuolo
1572703401-28461;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-inter/WdrUcAWr/;;;4.20;3.40;2.05;Chievo;Inter
1572704443-35521;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-verona/4hVbd1k1/;null;null;1.50;4.33;6.50;Sassuolo;Verona
1572704236-34024;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-verona/2kUskPtr/;null;null;1.40;4.50;8.00;Fiorentina;Verona
1572703442-28730;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-torino/zRITIB88/;null;null;2.70;3.10;2.65;Chievo;Torino
1572703719-30568;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-sampdoria/h2ytFrQN/;null;null;1.63;4.15;6.40;AC Milan;Sampdoria
1572704135-33327;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-lazio/pCY3yoeo/;;;7.50;4.30;1.45;Frosinone;Lazio
1572703354-28149;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-as-roma/hSCFhFf3/;;;8.00;4.75;1.40;Frosinone;AS Roma
1572704510-35996;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-as-roma/Q1nJgKjH/;;;2.90;3.75;2.30;AC Milan;AS Roma
1572704009-32506;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-inter/vkdtSqM2/;;;2.58;2.99;2.88;AC Milan;Inter
1572703931-31973;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-sampdoria/Mw96pnwN/;null;null;2.40;3.15;3.10;Carpi;Sampdoria
1572703793-31072;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-fiorentina/EihUNC8e/;;;1.79;3.25;5.40;Juventus;Fiorentina
1572703438-28702;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-bologna/8vHyHkwL/;;;1.45;3.90;7.75;Fiorentina;Bologna
1572704415-35309;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-palermo/hhzJ55SE/;null;null;2.75;3.20;2.45;Frosinone;Palermo
1572703793-31090;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-fiorentina/EihUNC8e/;;;1.70;3.40;5.90;Juventus;Fiorentina
1572704178-33622;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-napoli/lSqqYW5j/;;;3.40;3.40;2.25;Fiorentina;Napoli
1572704114-33190;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-juventus/ETsYt7XN/;;;6.75;3.50;1.55;Bologna;Juventus
1572704107-33149;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-inter/Cbb4milt/;;;2.10;3.20;3.50;Fiorentina;Inter
1572704050-32783;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-fiorentina/YwW3KhKg/;null;null;4.10;3.45;1.95;Bologna;Fiorentina
1572704464-35681;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-as-roma/YRZ2eL47/;null;null;5.50;4.20;1.62;Genoa;AS Roma
1572703780-30996;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-inter/n5jxMjw8/;;;3.80;3.30;2.05;Udinese;Inter
1572704135-33335;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-lazio/pCY3yoeo/;;;6.50;4.20;1.50;Frosinone;Lazio
1572703653-30143;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-atalanta/SKNKj8s6/;;;1.73;3.65;5.00;AC Milan;Atalanta
1572703827-31307;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-ac-milan/C6p0sMQD/;;;5.50;3.60;1.67;Frosinone;AC Milan
1572703435-28686;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-verona/MsLuG9hR/;;;1.35;5.00;9.00;Inter;Verona
1572703617-29884;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-torino/2DGPtXDs/;;;1.64;3.65;6.00;Juventus;Torino
1572703451-28797;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-juventus/z9PcMpF0/;;;2.11;3.29;3.60;Napoli;Juventus
1572703614-29873;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-empoli/vNkZrKqS/;;;2.38;3.25;3.00;Sampdoria;Empoli
1572704135-33326;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-lazio/pCY3yoeo/;;;8.50;4.33;1.45;Frosinone;Lazio
1572704135-33332;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-lazio/pCY3yoeo/;;;8.07;4.59;1.47;Frosinone;Lazio
1572704388-35125;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-inter/YTz7wmqM/;null;null;3.90;3.30;1.88;Genoa;Inter
1572703738-30698;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-atalanta/Qk6fY5Qo/;;;1.49;4.00;6.70;AS Roma;Atalanta
1572704157-33486;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-frosinone/AyouZCjp/;;;1.55;4.18;7.38;Sampdoria;Frosinone
1572703659-30189;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-carpi/fXbFCk4P/;null;null;1.67;3.60;5.50;Sassuolo;Carpi
1572704118-33226;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-chievo/I1lPrT2B/;;;2.50;3.15;3.15;Verona;Chievo
1572703377-28310;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-napoli/ChB3skn2/;null;null;4.60;3.60;1.90;Empoli;Napoli
1572704318-34647;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-atalanta/4dstTvPn/;null;null;2.00;3.30;4.00;Torino;Atalanta
1572703837-31358;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-napoli/AwOURtRQ/;;;6.40;4.30;1.51;Atalanta;Napoli
1572704288-34424;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-torino/4dLADaPa/;null;null;1.75;3.60;5.00;Inter;Torino
1572703558-29507;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-bologna/ImZvZrG3/;;;2.15;3.20;3.60;Carpi;Bologna
1572703377-28307;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-napoli/ChB3skn2/;null;null;4.20;3.40;1.85;Empoli;Napoli
1572703889-31689;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-palermo/h0CVrZ1I/;;;2.23;3.40;3.35;Verona;Palermo
1572703809-31184;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-empoli/fBa1MKll/;;;2.86;3.05;2.98;Bologna;Empoli
1572703497-29097;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-as-roma/OWGFBlIu/;;;4.50;3.50;1.83;Palermo;AS Roma
1572703892-31722;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-empoli/ShR5lwYt/;;;1.95;3.30;4.25;Torino;Empoli
1572703296-27774;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-genoa/bmt6x345/;;;2.02;3.35;4.10;Palermo;Genoa
1572704251-34138;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-carpi/IaaubKPC/;null;null;2.05;3.30;3.60;Verona;Carpi
1572703696-30424;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-palermo/QTUJLStt/;;;1.45;4.25;6.75;Lazio;Palermo
1572704224-33926;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-as-roma/d8iFg5YQ/;null;null;4.50;3.60;1.83;Udinese;AS Roma
1572703292-27752;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-carpi/U7lkto5t/;;;2.05;3.25;4.05;Sampdoria;Carpi
1572703919-31898;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-inter/0U7Aq6hT/;null;null;4.00;3.30;2.00;Atalanta;Inter
1572704093-33055;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-sassuolo/YiBxZiZn/;;;3.30;3.10;2.40;Chievo;Sassuolo
