"","match","mean_home_odd","mean_draw_odd","mean_away_odd","max_home_odd","max_draw_odd","max_away_odd","result","date","p1mean","p2mean","pxmean","p1max","p2max","pxmax","esito"
"1096","Crotone-Juventus",12.475652173913,5.35130434782609,1.27565217391304,15.01,5.9,1.3,"0-2","08/02/2017",0.0801561302014361,0.783912747102933,0.186870328241794,0.0666222518321119,0.769230769230769,0.169491525423729,"2"
"1097","Udinese-Fiorentina",3.18652173913044,3.17086956521739,2.37217391304348,3.36,3.25,2.47,"2-2","21/09/2016",0.31382180379315,0.421554252199413,0.315370903606198,0.297619047619048,0.404858299595142,0.307692307692308,"X"
"1098","Cagliari-Inter",5.24347826086957,3.81130434782609,1.67521739130435,5.8,4,1.73,"1-5","05/03/2017",0.190713101160862,0.59693745133662,0.26237736710016,0.172413793103448,0.578034682080925,0.25,"2"
"1099","Sampdoria-Empoli",1.785,3.53727272727273,4.86545454545455,1.85,3.75,5.3,"0-0","15/01/2017",0.560224089635854,0.205530642750374,0.282703675147777,0.54054054054054,0.188679245283019,0.266666666666667,"X"
"1100","Chievo-Udinese",2.71695652173913,3.05913043478261,2.80304347826087,2.88,3.15,2.95,"0-0","05/02/2017",0.368058889422308,0.356755079882116,0.326890278567368,0.347222222222222,0.338983050847458,0.317460317460317,"X"
"1101","Lazio-Torino",1.51217391304348,4.44391304347826,6.12130434782609,1.59,4.65,6.52,"3-1","13/03/2017",0.661299597469809,0.163363875275233,0.225026905390862,0.628930817610063,0.153374233128834,0.21505376344086,"1"
"1102","Sampdoria-Atalanta",2.47826086956522,3.19086956521739,2.99,2.6,3.36,3.2,"2-1","28/08/2016",0.403508771929824,0.334448160535117,0.313394195394468,0.384615384615385,0.3125,0.297619047619048,"1"
"1103","Fiorentina-Sampdoria",1.55565217391304,4.13173913043478,6.06608695652174,1.62,4.44,6.5,"1-1","06/11/2016",0.642817216321969,0.164850917431193,0.242028833000105,0.617283950617284,0.153846153846154,0.225225225225225,"X"
"1104","Juventus-Udinese",1.20217391304348,6.74130434782609,15.1839130434783,1.22,7.6,17.5,"2-1","15/10/2016",0.831826401446653,0.0658591759012683,0.148339245404708,0.819672131147541,0.0571428571428571,0.131578947368421,"1"
"1105","Sassuolo-Juventus",8.17636363636364,4.44227272727273,1.42272727272727,9.05,4.77,1.47,"0-2","29/01/2017",0.122303758060929,0.702875399361024,0.225109996930318,0.110497237569061,0.680272108843537,0.209643605870021,"2"
"1106","Udinese-Crotone",1.61521739130435,3.77130434782609,6.13391304347826,1.68,4,6.89,"2-0","18/12/2016",0.619111709286675,0.163028069180607,0.26516024902006,0.595238095238095,0.145137880986938,0.25,"1"
"1107","AS Roma-Juventus",2.37130434782609,3.35434782608696,3.01217391304348,2.46,3.54,3.2,"3-1","14/05/2017",0.421708837550421,0.331986143187067,0.298120544394037,0.40650406504065,0.3125,0.282485875706215,"1"
"1108","Cagliari-Crotone",1.61260869565217,3.85391304347826,5.93782608695652,1.67,4.2,6.89,"2-1","02/10/2016",0.620113238069562,0.168411803470748,0.259476534296029,0.598802395209581,0.145137880986938,0.238095238095238,"1"
"1109","Napoli-Atalanta",1.59,3.99391304347826,5.88695652173913,1.65,4.25,6.51,"0-2","25/02/2017",0.628930817610063,0.1698670605613,0.250381014587416,0.606060606060606,0.153609831029186,0.235294117647059,"2"
"1110","Atalanta-Torino",2.57304347826087,3.19565217391304,2.85260869565217,2.74,3.34,2.99,"2-1","11/09/2016",0.388644812436634,0.350556317634507,0.312925170068028,0.364963503649635,0.334448160535117,0.29940119760479,"1"
"1111","AS Roma-Fiorentina",1.61347826086957,3.91695652173913,5.70260869565217,1.68,4.2,6.29,"4-0","07/02/2017",0.619779035300456,0.175358340957609,0.255300255300255,0.595238095238095,0.158982511923688,0.238095238095238,"1"
"1112","AS Roma-Atalanta",1.45,4.5904347826087,6.95782608695652,1.51,4.95,8.13,"1-1","15/04/2017",0.689655172413793,0.143723051927764,0.21784428869104,0.662251655629139,0.1230012300123,0.202020202020202,"X"
"1113","Lazio-Empoli",1.51434782608696,4.11347826086956,6.89826086956522,1.55,4.32,7.7,"2-0","25/09/2016",0.660350272753372,0.144964074120761,0.243103266039531,0.645161290322581,0.12987012987013,0.231481481481481,"1"
"1114","Udinese-AC Milan",3.25818181818182,3.26863636363636,2.28454545454545,3.5,3.42,2.37,"2-1","29/01/2017",0.306919642857143,0.437723836052528,0.305937978028091,0.285714285714286,0.421940928270042,0.292397660818713,"1"
"1115","Palermo-Torino",4.23608695652174,3.41869565217391,1.91695652173913,4.54,3.54,2,"1-4","17/10/2016",0.236066919839885,0.521660240417328,0.292509220399339,0.220264317180617,0.5,0.282485875706215,"2"
"1116","AC Milan-Torino",1.88913043478261,3.43565217391304,4.33173913043478,1.95,3.6,4.61,"3-2","21/08/2016",0.529344073647871,0.230854160393456,0.291065553024551,0.512820512820513,0.216919739696312,0.277777777777778,"1"
"1117","AS Roma-Sampdoria",1.35869565217391,5.08739130434783,8.53130434782609,1.4,5.5,10,"3-2","11/09/2016",0.736000000000002,0.117215370502497,0.196564396205452,0.714285714285714,0.1,0.181818181818182,"1"
"1118","Palermo-Empoli",5.6804347826087,4.26913043478261,1.55913043478261,7,4.5,1.65,"2-1","28/05/2017",0.176042862610027,0.641383156720579,0.234239739280986,0.142857142857143,0.606060606060606,0.222222222222222,"1"
"1119","Napoli-Torino",1.42347826086957,4.69913043478261,7.38695652173913,1.55,5.09,8.55,"5-3","18/12/2016",0.702504581551616,0.135373749264273,0.21280532938564,0.645161290322581,0.116959064327485,0.196463654223969,"1"
"1120","Sampdoria-Napoli",10.36,6.47652173913044,1.25173913043478,13,7.1,1.29,"2-4","28/05/2017",0.0965250965250965,0.798888502952416,0.154403866809882,0.0769230769230769,0.775193798449612,0.140845070422535,"2"
"1121","Atalanta-Inter",3.21478260869565,3.26391304347826,2.31260869565217,3.4,3.4,2.38,"2-1","23/10/2016",0.311063024073573,0.432412107539012,0.306380711336086,0.294117647058824,0.420168067226891,0.294117647058824,"1"
"1122","Udinese-Atalanta",3.31652173913043,3.32130434782609,2.2295652173913,3.8,3.6,2.38,"1-1","07/05/2017",0.301520713162035,0.44851794071763,0.301086529650477,0.263157894736842,0.420168067226891,0.277777777777778,"X"
"1123","Juventus-Crotone",1.1095652173913,9.36869565217391,25.0126086956522,1.15,11,36.07,"3-0","21/05/2017",0.901253918495301,0.0399798362564967,0.106738444403193,0.869565217391304,0.0277238702522872,0.0909090909090909,"1"
"1124","Torino-Udinese",1.75913043478261,3.74,4.65434782608696,1.85,4,5.05,"2-2","02/04/2017",0.568462679189322,0.214852872489491,0.267379679144385,0.54054054054054,0.198019801980198,0.25,"X"
"1125","AC Milan-Napoli",3.395,3.52590909090909,2.12636363636364,3.53,3.75,2.3,"1-2","21/01/2017",0.294550810014728,0.470286447199657,0.283614799535903,0.28328611898017,0.434782608695652,0.266666666666667,"2"
"1126","Crotone-AS Roma",8.81826086956522,5.02304347826087,1.35782608695652,10.5,5.4,1.4,"0-2","12/02/2017",0.113401045261808,0.736471341658662,0.199082489396693,0.0952380952380952,0.714285714285714,0.185185185185185,"2"
"1127","Atalanta-Chievo",1.31434782608696,5.64608695652174,8.69391304347826,1.35,6,10.03,"1-0","27/05/2017",0.760833608997682,0.11502300460092,0.17711381487756,0.740740740740741,0.0997008973080758,0.166666666666667,"1"
"1128","Juventus-Napoli",1.76260869565217,3.48521739130435,5.13434782608696,1.81,3.64,5.55,"2-1","29/10/2016",0.56734089787864,0.194766703361843,0.286926147704591,0.552486187845304,0.18018018018018,0.274725274725275,"1"
"1129","Palermo-Sampdoria",3.02739130434783,3.26130434782609,2.41608695652174,3.2,3.4,2.51,"1-1","26/02/2017",0.330317391928766,0.413892387979125,0.306625783228902,0.3125,0.398406374501992,0.294117647058824,"X"
"1130","Atalanta-Juventus",4.66478260869565,3.41478260869565,1.84565217391304,5.3,3.6,1.91,"2-2","28/04/2017",0.214372262093392,0.541813898704359,0.292844410491469,0.188679245283019,0.523560209424084,0.277777777777778,"X"
"1131","Empoli-Crotone",1.73652173913043,3.52782608695652,5.31478260869565,1.82,3.7,6,"2-1","12/09/2016",0.575863795693542,0.18815445026178,0.283460685235396,0.549450549450549,0.166666666666667,0.27027027027027,"1"
"1132","Empoli-Bologna",1.97652173913043,3.32913043478261,4.05173913043478,2.09,3.5,4.5,"3-1","07/05/2017",0.505939287285527,0.246807597381693,0.300378738409299,0.478468899521531,0.222222222222222,0.285714285714286,"1"
"1133","Bologna-Palermo",1.88478260869565,3.37086956521739,4.49347826086957,1.97,3.5,5,"3-1","20/11/2016",0.530565167243369,0.222544750846637,0.296659357668,0.50761421319797,0.2,0.285714285714286,"1"
"1134","Crotone-Bologna",2.98363636363636,3.02136363636364,2.61909090909091,3.2,3.2,2.73,"0-1","14/01/2017",0.335161486898233,0.381811870878167,0.330976380321949,0.3125,0.366300366300366,0.3125,"2"
"1135","Sassuolo-Torino",2.92681818181818,3.35272727272727,2.44727272727273,3.05,3.6,2.6,"0-0","08/01/2017",0.341667960863488,0.408618127786032,0.29826464208243,0.327868852459016,0.384615384615385,0.277777777777778,"X"
"1136","Cagliari-AC Milan",3.4204347826087,3.93347826086957,1.97869565217391,3.6,4.32,2.05,"2-1","28/05/2017",0.29236049319944,0.505383432212701,0.254227920857743,0.277777777777778,0.487804878048781,0.231481481481481,"1"
"1137","Palermo-AC Milan",4.985,3.62090909090909,1.74136363636364,5.5,3.8,1.82,"1-2","06/11/2016",0.200601805416249,0.574262594622813,0.27617373838815,0.181818181818182,0.549450549450549,0.263157894736842,"2"
"1138","AC Milan-Sassuolo",1.63,3.85304347826087,5.66869565217391,1.67,4.04,6.15,"4-3","02/10/2016",0.613496932515337,0.176407424451603,0.259535093658316,0.598802395209581,0.16260162601626,0.247524752475248,"1"
"1139","Napoli-Lazio",1.69869565217391,3.86782608695652,5.00434782608696,1.75,4.05,5.5,"1-1","05/11/2016",0.588686972101358,0.199826238053866,0.258543165467626,0.571428571428571,0.181818181818182,0.246913580246914,"X"
"1140","Pescara-Udinese",2.92782608695652,3.49695652173913,2.35521739130435,3.1,3.7,2.51,"1-3","12/03/2017",0.341550341550342,0.424589256045781,0.285962949148328,0.32258064516129,0.398406374501992,0.27027027027027,"2"
"1141","Atalanta-AC Milan",2.02347826086956,3.42695652173913,3.74826086956522,2.11,3.6,3.96,"1-1","13/05/2017",0.494198538891278,0.26679039554576,0.291804110631819,0.4739336492891,0.252525252525253,0.277777777777778,"X"
"1142","Pescara-AS Roma",12.3921739130435,7.53478260869565,1.19608695652174,14.3,8.7,1.22,"1-4","24/04/2017",0.0806960915023506,0.836059614685568,0.132717830351991,0.0699300699300699,0.819672131147541,0.114942528735632,"2"
"1143","Inter-Sassuolo",1.35,5.40130434782609,7.89217391304348,1.45,5.92,9,"1-2","14/05/2017",0.740740740740741,0.126707800793301,0.185140465266039,0.689655172413793,0.111111111111111,0.168918918918919,"2"
"1144","Atalanta-Genoa",2.3104347826087,3.14565217391304,3.37608695652174,2.4,3.38,3.6,"3-0","30/10/2016",0.432818968761761,0.296200901481004,0.317899101589496,0.416666666666667,0.277777777777778,0.29585798816568,"1"
"1145","Udinese-Torino",2.69304347826087,3.25086956521739,2.69304347826087,2.82,3.4,2.79,"2-2","31/10/2016",0.371327090732967,0.371327090732967,0.307610004012305,0.354609929078014,0.3584229390681,0.294117647058824,"X"
"1146","Lazio-Bologna",1.46869565217391,4.24782608695652,7.56608695652174,1.55,4.5,8.5,"1-1","16/10/2016",0.680876258140913,0.132168716239513,0.235414534288639,0.645161290322581,0.117647058823529,0.222222222222222,"X"
"1147","AC Milan-Sampdoria",1.7404347826087,3.68739130434783,4.91130434782609,1.81,4,5.9,"0-1","05/02/2017",0.574569073195102,0.203611898016997,0.271194434618559,0.552486187845304,0.169491525423729,0.25,"2"
"1148","AC Milan-Lazio",2.26391304347826,3.28565217391304,3.28130434782609,2.4,3.41,3.54,"2-0","20/09/2016",0.441713078548108,0.304756857029283,0.30435357946275,0.416666666666667,0.282485875706215,0.293255131964809,"1"
"1149","Lazio-Crotone",1.28272727272727,5.57454545454545,11.2240909090909,1.31,6,13.5,"1-0","08/01/2017",0.779588944011341,0.0890940752439963,0.17938682322244,0.763358778625954,0.0740740740740741,0.166666666666667,"1"
"1150","Bologna-Sassuolo",2.79826086956522,3.0504347826087,2.74652173913043,2.94,3.3,2.93,"1-1","23/10/2016",0.357364822871348,0.36409688143106,0.32782212086659,0.340136054421769,0.341296928327645,0.303030303030303,"X"
"1151","Napoli-Udinese",1.20260869565217,6.80913043478261,13.9404347826087,1.25,7.7,19,"3-0","15/04/2017",0.831525668835867,0.0717337741321773,0.146861630802631,0.8,0.0526315789473684,0.12987012987013,"1"
"1152","Chievo-Inter",3.84130434782609,3.24826086956522,2.06434782608696,4.14,3.4,2.16,"2-0","21/08/2016",0.260328239954725,0.484414490311709,0.307857047249364,0.241545893719807,0.462962962962963,0.294117647058824,"1"
"1153","Lazio-Atalanta",2.03409090909091,3.26636363636364,3.96318181818182,2.1,3.4,4.22,"2-1","15/01/2017",0.491620111731843,0.252322514049776,0.306150848872808,0.476190476190476,0.23696682464455,0.294117647058824,"1"
"1154","Napoli-Sampdoria",1.25772727272727,6.155,11.1895454545455,1.29,6.8,13,"2-1","07/01/2017",0.795084929526565,0.0893691351505054,0.16246953696182,0.775193798449612,0.0769230769230769,0.147058823529412,"1"
"1155","Napoli-Crotone",1.14565217391304,8.01260869565217,19.4526086956522,1.17,8.9,24,"3-0","12/03/2017",0.872865275142318,0.0514069868800428,0.124803299148082,0.854700854700855,0.0416666666666667,0.112359550561798,"1"
"1156","Crotone-Empoli",2.43818181818182,3.05909090909091,3.19136363636364,2.6,3.2,3.4,"4-1","29/01/2017",0.41014168530947,0.313345677253952,0.326894502228826,0.384615384615385,0.294117647058824,0.3125,"1"
"1157","Udinese-Pescara",1.90086956521739,3.47826086956522,4.23565217391304,1.97,3.7,4.5,"3-1","23/10/2016",0.526075022872827,0.236091151714227,0.2875,0.50761421319797,0.222222222222222,0.27027027027027,"1"
"1158","Napoli-Fiorentina",1.19782608695652,7.64782608695652,12.0069565217391,1.3,9,14.3,"4-1","20/05/2017",0.834845735027224,0.083285052143685,0.130756111426947,0.769230769230769,0.0699300699300699,0.111111111111111,"1"
"1159","Napoli-Bologna",1.25086956521739,5.93608695652174,12.0939130434783,1.3,6.3,13.35,"3-1","17/09/2016",0.799443865137297,0.0826862237561113,0.1684611440709,0.769230769230769,0.0749063670411985,0.158730158730159,"1"
"1160","Chievo-AS Roma",13.0469565217391,7.12782608695652,1.19695652173913,15,8,1.22,"3-5","20/05/2017",0.0766462276726208,0.835452233926626,0.140295229962181,0.0666666666666667,0.819672131147541,0.125,"2"
"1161","AS Roma-Cagliari",1.21954545454545,6.84636363636364,12.2286363636364,1.26,7.5,15,"1-0","22/01/2017",0.81997763697354,0.0817752666988809,0.146062939848626,0.793650793650794,0.0666666666666667,0.133333333333333,"1"
"1162","Torino-Pescara",1.42590909090909,4.63272727272727,7.55636363636364,1.46,4.9,8.4,"5-3","12/02/2017",0.701306981192222,0.132338787295476,0.21585557299843,0.684931506849315,0.119047619047619,0.204081632653061,"1"
"1163","Cagliari-Atalanta",2.41173913043478,3.23782608695652,3.04565217391304,2.5,3.36,3.23,"3-0","18/09/2016",0.41463854335677,0.328336902212706,0.308849201020545,0.4,0.309597523219814,0.297619047619048,"1"
"1164","Lazio-Juventus",4.07565217391304,3.23565217391304,2.02391304347826,4.6,3.5,2.16,"0-1","27/08/2016",0.245359505013868,0.494092373791622,0.309056705186778,0.217391304347826,0.462962962962963,0.285714285714286,"2"
"1165","Cagliari-Juventus",10.8777272727273,5.01681818181818,1.31954545454545,12.59,5.25,1.37,"0-2","12/02/2017",0.0919309682002421,0.75783672063383,0.199329527951436,0.079428117553614,0.72992700729927,0.19047619047619,"2"
"1166","Chievo-Sassuolo",2.32304347826087,3.10652173913043,3.36173913043478,2.5,3.22,3.54,"2-1","21/09/2016",0.430469773535467,0.297465080186239,0.321903428971309,0.4,0.282485875706215,0.31055900621118,"1"
"1167","Lazio-Inter",1.65130434782609,4.39869565217391,4.56304347826087,1.71,4.66,5,"1-3","21/05/2017",0.605581885202737,0.219151977131968,0.227340120589108,0.584795321637427,0.2,0.214592274678112,"2"
"1168","Sassuolo-AS Roma",4.15608695652174,3.6495652173913,1.86260869565217,4.49,3.84,1.91,"1-3","26/10/2016",0.240610942567214,0.536881419234362,0.274005241839409,0.22271714922049,0.523560209424084,0.260416666666667,"2"
"1169","Genoa-Sassuolo",2.07608695652174,3.36826086956522,3.64217391304348,2.17,3.54,4,"0-1","05/02/2017",0.481675392670157,0.274561298794318,0.2968891183684,0.460829493087558,0.25,0.282485875706215,"2"
"1170","Napoli-Inter",1.79739130434783,3.76217391304348,4.41913043478261,1.95,4,4.86,"3-0","02/12/2016",0.556361877116593,0.226288862652499,0.265803767479487,0.512820512820513,0.205761316872428,0.25,"1"
"1171","Udinese-Inter",3.84227272727273,3.42045454545455,2.02363636363636,4.2,3.6,2.12,"1-2","08/01/2017",0.260262628652549,0.494159928122193,0.292358803986711,0.238095238095238,0.471698113207547,0.277777777777778,"2"
"1172","Udinese-Empoli",2.04260869565217,3.28521739130435,3.87608695652174,2.12,3.44,4.1,"2-0","28/08/2016",0.489570029799916,0.257992148065059,0.304393859184754,0.471698113207547,0.24390243902439,0.290697674418605,"1"
"1173","Crotone-Lazio",2.76086956521739,3.72478260869565,2.3795652173913,2.96,4,2.55,"3-1","28/05/2017",0.362204724409449,0.420244838297096,0.268472043889343,0.337837837837838,0.392156862745098,0.25,"1"
"1174","Empoli-Torino",3.39217391304348,3.35434782608696,2.17782608695652,3.6,3.55,2.36,"1-1","05/02/2017",0.294796206101,0.459173487722101,0.298120544394037,0.277777777777778,0.423728813559322,0.28169014084507,"X"
"1175","Palermo-Atalanta",4.79954545454545,3.57454545454545,1.78409090909091,5.2,3.74,1.86,"1-3","12/02/2017",0.208353063737096,0.560509554140127,0.279755849440489,0.192307692307692,0.537634408602151,0.267379679144385,"2"
"1176","Bologna-Inter",5.35826086956522,3.67826086956522,1.69695652173913,5.85,3.9,1.87,"0-1","19/02/2017",0.186627718273288,0.589290289520881,0.271867612293144,0.170940170940171,0.53475935828877,0.256410256410256,"2"
"1177","Fiorentina-Palermo",1.33913043478261,5.19565217391304,9.19130434782609,1.37,5.7,10.5,"2-1","04/12/2016",0.746753246753246,0.10879848628193,0.192468619246862,0.72992700729927,0.0952380952380952,0.175438596491228,"1"
"1178","Inter-Atalanta",1.84739130434783,3.53391304347826,4.38739130434783,1.91,3.74,4.65,"7-1","12/03/2017",0.541303836196751,0.227925874541671,0.282972440944882,0.523560209424084,0.21505376344086,0.267379679144385,"1"
"1179","Cagliari-Empoli",2.55086956521739,3.41913043478261,2.72695652173913,2.7,3.63,2.88,"3-2","14/05/2017",0.392023180501108,0.366709183673469,0.292472024415056,0.37037037037037,0.347222222222222,0.275482093663912,"1"
"1180","AC Milan-Juventus",4.55652173913043,3.38478260869565,1.87478260869565,5,3.5,1.95,"1-0","22/10/2016",0.219465648854962,0.53339517625232,0.29543994861914,0.2,0.512820512820513,0.285714285714286,"1"
"1181","Fiorentina-Genoa",1.68818181818182,3.79090909090909,5.19545454545455,1.75,4,5.72,"3-3","29/01/2017",0.592353257942918,0.192475940507436,0.26378896882494,0.571428571428571,0.174825174825175,0.25,"X"
"1182","Torino-Sassuolo",1.8295652173913,4.04826086956522,3.8695652173913,1.91,4.3,4.5,"5-3","28/05/2017",0.546577946768062,0.258426966292135,0.247019654172484,0.523560209424084,0.222222222222222,0.232558139534884,"1"
"1183","Torino-AS Roma",3.39565217391304,3.44782608695652,2.15652173913043,3.62,3.64,2.25,"3-1","25/09/2016",0.29449423815621,0.463709677419356,0.290037831021438,0.276243093922652,0.444444444444444,0.274725274725275,"1"
"1184","Lazio-Sassuolo",1.48173913043478,4.43434782608696,6.73739130434783,1.6,4.8,7.5,"2-1","30/10/2016",0.674882629107982,0.148425400103252,0.225512305127954,0.625,0.133333333333333,0.208333333333333,"1"
"1185","Sampdoria-Udinese",1.96782608695652,3.44695652173913,4.01260869565217,2.1,3.64,4.2,"0-0","22/12/2016",0.508174988952718,0.24921443276628,0.290110998990918,0.476190476190476,0.238095238095238,0.274725274725275,"X"
"1186","Pescara-Cagliari",2.22782608695652,3.36173913043478,3.30391304347826,2.4,3.6,3.5,"1-1","04/12/2016",0.448868071818892,0.302671404132123,0.297465080186239,0.416666666666667,0.285714285714286,0.277777777777778,"X"
"1187","Palermo-Bologna",2.75130434782609,3.1804347826087,2.67869565217391,2.9,3.3,2.83,"0-0","15/04/2017",0.36346396965866,0.373316020126603,0.314422419685577,0.344827586206897,0.353356890459364,0.303030303030303,"X"
"1188","Genoa-Lazio",5.45434782608696,4.07521739130435,1.60826086956522,6.25,4.39,1.7,"2-2","15/04/2017",0.18333997608609,0.621789672884562,0.245385682278886,0.16,0.588235294117647,0.227790432801822,"X"
"1189","Chievo-Cagliari",1.94869565217391,3.38391304347826,4.16130434782609,2.04,3.5,4.5,"1-0","19/11/2016",0.513163766175815,0.240309267579145,0.295515867917256,0.490196078431373,0.222222222222222,0.285714285714286,"1"
"1190","Bologna-AC Milan",3.46086956521739,3.21173913043478,2.2204347826087,3.69,3.34,2.3,"0-1","08/02/2017",0.288944723618091,0.450362247895045,0.311357790713416,0.2710027100271,0.434782608695652,0.29940119760479,"2"
"1191","Empoli-Chievo",2.50826086956522,3.01739130434783,3.12913043478261,2.66,3.2,3.3,"0-0","23/10/2016",0.398682613971225,0.319577601778519,0.331412103746397,0.37593984962406,0.303030303030303,0.3125,"X"
"1192","Cagliari-Sampdoria",2.11391304347826,3.32608695652174,3.59869565217391,2.3,3.46,3.92,"2-1","26/09/2016",0.473056355409297,0.27787845837864,0.300653594771242,0.434782608695652,0.255102040816327,0.289017341040462,"1"
"1193","Sampdoria-Sassuolo",2.19130434782609,3.34565217391304,3.39173913043478,2.27,3.45,3.56,"3-2","20/11/2016",0.456349206349206,0.294833995641585,0.298895386614685,0.440528634361233,0.280898876404494,0.289855072463768,"1"
"1194","AS Roma-Bologna",1.24739130434783,6.24086956521739,11.4460869565217,1.3,7.2,13,"3-0","06/11/2016",0.801673056814219,0.0873661019524428,0.160234081092378,0.769230769230769,0.0769230769230769,0.138888888888889,"1"
"1195","Juventus-Pescara",1.14391304347826,8.18260869565217,18.9582608695652,1.18,9.6,25,"3-0","19/11/2016",0.874192322310909,0.0527474543619852,0.12221041445271,0.847457627118644,0.04,0.104166666666667,"1"
"1196","Genoa-Udinese",1.90272727272727,3.42318181818182,4.29136363636364,1.99,3.52,4.6,"1-1","06/11/2016",0.525561395126613,0.233026162482788,0.292125879697251,0.50251256281407,0.217391304347826,0.284090909090909,"X"
"1197","AS Roma-Genoa",1.05130434782609,14.6821739130435,34.53,1.07,18.58,56,"3-2","28/05/2017",0.95119933829611,0.0289603243556328,0.0681098048506025,0.934579439252336,0.0178571428571429,0.0538213132400431,"1"
"1198","Genoa-AS Roma",3.805,3.52863636363636,1.99318181818182,4.2,3.75,2.13,"0-1","08/01/2017",0.26281208935611,0.501710376282782,0.283395594486668,0.238095238095238,0.469483568075117,0.266666666666667,"2"
"1199","AS Roma-Inter",1.92130434782609,3.60260869565217,3.98173913043478,2,3.86,4.2,"2-1","02/10/2016",0.520479746548992,0.251146538545534,0.277576635288439,0.5,0.238095238095238,0.259067357512953,"1"
"1200","Crotone-Torino",4.8104347826087,3.71478260869565,1.74913043478261,5.5,3.86,1.8,"0-2","20/11/2016",0.207881417208966,0.571712652249565,0.269194756554307,0.181818181818182,0.555555555555556,0.259067357512953,"2"
"1201","Cagliari-Sassuolo",2.42739130434783,3.28173913043478,3.00478260869565,2.53,3.5,3.26,"4-3","22/12/2016",0.411964893426473,0.332802778179714,0.30471648118707,0.395256916996047,0.306748466257669,0.285714285714286,"1"
"1202","Torino-Inter",3.98739130434783,3.76173913043478,1.87304347826087,4.34,3.9,2,"2-2","18/03/2017",0.250790535383273,0.5338904363974,0.26583448913546,0.230414746543779,0.5,0.256410256410256,"X"
"1203","Inter-Bologna",1.46086956521739,4.43608695652174,7.09304347826087,1.5,4.8,7.65,"1-1","25/09/2016",0.68452380952381,0.140983204609538,0.225423894932863,0.666666666666667,0.130718954248366,0.208333333333333,"X"
"1204","Genoa-Sampdoria",2.58869565217391,3.14478260869565,2.88782608695652,2.7,3.3,3,"0-1","11/03/2017",0.386294927779644,0.346281240590184,0.317987004009402,0.37037037037037,0.333333333333333,0.303030303030303,"2"
"1205","Bologna-AS Roma",7.35478260869565,4.65391304347826,1.42826086956522,8,5.1,1.46,"0-3","09/04/2017",0.135965949397021,0.700152207001521,0.214872944693573,0.125,0.684931506849315,0.196078431372549,"2"
"1206","AS Roma-Napoli",2.14695652173913,3.52304347826087,3.32695652173913,2.24,3.7,3.51,"1-2","04/03/2017",0.465775617658971,0.300575013068479,0.283845489324941,0.446428571428571,0.284900284900285,0.27027027027027,"2"
"1207","Bologna-Juventus",5.17739130434783,4.05521739130435,1.63,5.75,4.4,1.7,"1-2","27/05/2017",0.193147463889822,0.613496932515337,0.246595904363675,0.173913043478261,0.588235294117647,0.227272727272727,"2"
"1208","Cagliari-Udinese",2.40739130434783,3.20217391304348,3.11391304347826,2.56,3.3,3.27,"2-1","27/11/2016",0.415387393895611,0.321139346551243,0.312287847929396,0.390625,0.305810397553517,0.303030303030303,"1"
"1209","Sampdoria-Pescara",1.64304347826087,4.18478260869565,4.99826086956522,1.7,4.44,5.5,"3-1","04/03/2017",0.608626620799153,0.200069589422408,0.238961038961039,0.588235294117647,0.181818181818182,0.225225225225225,"1"
"1210","AS Roma-Pescara",1.18913043478261,7.43521739130435,14.0321739130435,1.22,8.5,17,"3-2","27/11/2016",0.840950639853747,0.0712647951911754,0.134495058768493,0.819672131147541,0.0588235294117647,0.117647058823529,"1"
"1211","AS Roma-Palermo",1.22434782608696,6.67347826086957,12.7586956521739,1.26,7.5,15,"4-1","23/10/2016",0.816761363636361,0.0783779178735731,0.149846895563229,0.793650793650794,0.0666666666666667,0.133333333333333,"1"
"1212","Pescara-Palermo",1.87869565217391,3.89173913043478,3.79130434782609,2.2,4.14,4.1,"2-0","22/05/2017",0.532284193473734,0.263761467889908,0.256954530220087,0.454545454545455,0.24390243902439,0.241545893719807,"1"
"1213","Sassuolo-Palermo",1.75590909090909,3.53590909090909,5.13454545454545,1.83,3.8,5.5,"4-1","15/01/2017",0.569505565622573,0.194759206798867,0.282812700861293,0.546448087431694,0.181818181818182,0.263157894736842,"1"
"1214","Genoa-Atalanta",3.75782608695652,3.47913043478261,2.00869565217391,3.94,3.74,2.05,"0-5","02/04/2017",0.266111303945389,0.497835497835499,0.287428142964259,0.253807106598985,0.487804878048781,0.267379679144385,"2"
"1215","Sampdoria-Crotone",1.91173913043478,3.46652173913043,4.16608695652174,2.06,3.6,4.76,"1-2","23/04/2017",0.523083920855129,0.240033395950741,0.288473598394582,0.485436893203884,0.210084033613445,0.277777777777778,"2"
"1216","Chievo-AC Milan",3.06913043478261,3.03695652173913,2.53652173913043,3.3,3.15,2.61,"1-3","16/10/2016",0.325825187703641,0.394240658210491,0.329277022190408,0.303030303030303,0.383141762452107,0.317460317460317,"2"
"1217","Juventus-Genoa",1.17565217391304,7.11565217391304,16.685652173913,1.2,8.3,23,"4-0","23/04/2017",0.850591715976334,0.0599317299424136,0.140535256018575,0.833333333333333,0.0434782608695652,0.120481927710843,"1"
"1218","AC Milan-AS Roma",3.11565217391304,3.64913043478261,2.1904347826087,3.34,3.84,2.25,"1-4","07/05/2017",0.320960089310634,0.456530369194124,0.274037888716788,0.29940119760479,0.444444444444444,0.260416666666667,"2"
