start;url;match;href;Bookmakers: 22;Bookmakers: 22;Home;Draw;Away;Home_team;Away_team
1572701002-21386;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-as-roma/lE2s0gNd/;;;6.00;4.00;1.60;Empoli;AS Roma
1572701495-24561;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-cagliari/beGA0KE0/;null;null;1.77;3.80;4.65;Sampdoria;Cagliari
1572701114-22133;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-pescara/vuLzlsVf/;;;1.17;7.50;15.00;AS Roma;Pescara
1572700675-19224;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-torino/SGLQCjdt/;;;1.91;3.50;4.00;AC Milan;Torino
1572701825-26699;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-pescara/GdQmFYop/;;;1.48;4.35;6.25;Cagliari;Pescara
1572700750-19711;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-pescara/d64iw2u3/;;;1.52;4.25;6.40;Lazio;Pescara
1572701454-24303;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-pescara/UuClxpWr/;null;null;1.35;4.80;7.60;Torino;Pescara
1572701434-24172;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-sampdoria/zL3MYAPj/;;;1.80;3.75;4.80;AC Milan;Sampdoria
1572701747-26189;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-ac-milan/OYZECuQo/;;;2.10;3.45;3.55;Inter;AC Milan
1572701159-22425;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-lazio/2FqdEb0c/;;;3.20;3.43;2.15;Sampdoria;Lazio
1572701583-25143;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-fiorentina/vJawr0pE/;;;2.05;3.40;3.75;Atalanta;Fiorentina
1572701181-22575;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-empoli/fN13CxV9/;;;2.26;3.25;3.71;Bologna;Empoli
1572700793-20013;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-inter/8MyU7Dpf/;null;null;3.85;3.40;2.02;Empoli;Inter
1572700682-19262;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-juventus/l6Qrx7Pi/;;;4.00;3.30;2.00;Lazio;Juventus
1572701239-22971;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-genoa/AcAsslz1/;;;1.90;3.57;4.33;Torino;Genoa
1572701904-27212;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-juventus/lQSsPUW5/;;;2.40;3.30;3.20;AS Roma;Juventus
1572700854-20434;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-palermo/lflZlEd5/;;;1.70;3.70;5.50;Sampdoria;Palermo
1572701198-22688;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-as-roma/IaV2lWsR/;;;1.75;3.50;4.50;Juventus;AS Roma
1572701708-25957;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-fiorentina/bydQzDDR/;;;3.30;3.50;2.20;Sampdoria;Fiorentina
1572700790-20001;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-napoli/CEYp4VqJ/;null;null;4.50;3.50;1.75;Genoa;Napoli
1572701880-27044;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-napoli/KpyRSCXt/;;;6.50;4.80;1.42;Torino;Napoli
1572701295-23285;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-chievo/0ClYk9ak/;;;1.44;4.25;7.75;Inter;Chievo
1572701369-23756;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-pescara/IRVm3JZ5/;;;1.22;6.25;11.50;Inter;Pescara
1572701056-21731;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-napoli/O6T7TFmB/;;;4.85;3.70;1.74;Udinese;Napoli
1572700723-19526;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-lazio/U1Zf0DP1/;;;3.50;3.15;2.20;Chievo;Lazio
1572701740-26164;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-bologna/W4QZ7HvH/;;;2.75;3.25;2.63;Palermo;Bologna
1572701457-24323;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-chievo/I3qLgC1G/;null;null;1.91;3.50;4.10;Sassuolo;Chievo
1572700939-20976;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-sassuolo/xbybEUPG/;;;2.90;3.10;2.60;Bologna;Sassuolo
1572700979-21228;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-bologna/CU0NGNoF/;;;2.10;3.10;3.95;Chievo;Bologna
1572701434-24170;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-sampdoria/zL3MYAPj/;;;1.73;3.70;4.90;AC Milan;Sampdoria
1572701604-25285;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-crotone/0YmntvFQ/;;;1.14;8.00;18.00;Napoli;Crotone
1572701527-24765;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-sampdoria/rmzi3Yid/;;;3.05;3.30;2.42;Palermo;Sampdoria
1572700672-19190;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-lazio/no6f66uO/;;;2.75;3.15;2.55;Atalanta;Lazio
1572701729-26082;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-crotone/nHjWmdmo/;;;1.60;4.60;5.80;Torino;Crotone
1572700998-21353;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-sassuolo/xzZOsC7S/;;;1.44;4.65;6.70;Lazio;Sassuolo
1572700850-20411;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-fiorentina/UDN3ZYdI/;;;2.45;3.13;3.20;Torino;Fiorentina
1572701434-24151;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-sampdoria/zL3MYAPj/;;;1.74;3.65;4.95;AC Milan;Sampdoria
1572701437-24185;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-fiorentina/lOi4cf2i/;;;1.62;4.10;6.00;AS Roma;Fiorentina
1572700896-20700;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-cagliari/p4CK0BeH/;;;1.31;5.10;10.00;Inter;Cagliari
1572700757-19768;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-empoli/nec4z0PL/;;;1.65;3.60;6.00;Torino;Empoli
1572701839-26799;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-torino/Mk90Cim0/;;;1.50;4.33;7.00;Juventus;Torino
1572700844-20356;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-lazio/pM5jcxkP/;;;3.00;3.35;2.44;Udinese;Lazio
1572700819-20207;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-udinese/zVnPNyb6/;;;2.05;3.30;3.75;Sassuolo;Udinese
1572700921-20878;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-pescara/vPdvf0v2/;;;1.95;3.40;4.10;Udinese;Pescara
1572700750-19723;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-pescara/d64iw2u3/;;;1.48;4.33;7.00;Lazio;Pescara
1572701467-24379;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-empoli/vHxlco88/;null;null;1.30;5.30;10.00;Inter;Empoli
1572701911-27248;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-as-roma/SU6Kxl15/;;;12.00;7.10;1.20;Chievo;AS Roma
1572700685-19284;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-empoli/KjnVIqPT/;;;2.05;3.25;4.10;Udinese;Empoli
1572701961-27574;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-udinese/hYkrhT0h/;;;1.40;4.97;6.49;Inter;Udinese
1572701485-24500;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-lazio/folHDR9n/;null;null;5.25;3.70;1.65;Empoli;Lazio
1572701736-26129;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-juventus/hERV8cPA/;;;13.50;6.80;1.19;Pescara;Juventus
1572700793-20025;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-inter/8MyU7Dpf/;null;null;3.75;3.30;2.00;Empoli;Inter
1572700921-20877;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-pescara/vPdvf0v2/;;;1.96;3.70;4.18;Udinese;Pescara
1572701170-22509;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-chievo/GKvx93OH/;;;3.00;3.00;2.70;Palermo;Chievo
1572701729-26074;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-crotone/nHjWmdmo/;;;1.51;4.45;5.95;Torino;Crotone
1572701562-25003;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-juventus/xfJrMINf/;;;8.65;4.10;1.43;Udinese;Juventus
1572701201-22706;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-cagliari/UPZ8SlL7/;;;2.05;3.35;3.65;Empoli;Cagliari
1572701434-24161;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-sampdoria/zL3MYAPj/;;;1.74;3.70;4.65;AC Milan;Sampdoria
1572701380-23834;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-juventus/G2ZW61zs/;;;8.79;4.61;1.43;Sassuolo;Juventus
1572701958-27556;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-empoli/KKizfkWu/;;;5.75;4.20;1.54;Palermo;Empoli
1572700696-19364;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-atalanta/vuVXJP9N/;;;2.48;3.19;3.09;Sampdoria;Atalanta
1572701208-22758;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-crotone/Sl3yVdad/;;;1.57;3.75;6.00;Udinese;Crotone
1572701215-22803;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-bologna/rswjiYc8/;;;2.50;3.10;2.80;Pescara;Bologna
1572700868-20519;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-napoli/xKpVkfsa/;;;5.40;3.70;1.70;Atalanta;Napoli
1572700734-19617;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-sampdoria/dCsr3Fuq/;;;1.38;5.09;9.17;AS Roma;Sampdoria
1572701644-25533;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-lazio/6Zh0meMg/;;;6.00;4.40;1.57;Cagliari;Lazio
1572700886-20635;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-udinese/8bLa5Ztn/;;;1.21;6.20;12.53;Juventus;Udinese
1572701615-25343;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-empoli/xfuEybNs/;;;1.99;3.14;4.04;Chievo;Empoli
1572700865-20502;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-genoa/nViIhdct/;;;2.50;3.10;2.90;Bologna;Genoa
1572700787-19971;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-cagliari/b9Z0A66h/;null;null;1.20;8.00;19.00;Juventus;Cagliari
1572701538-24853;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-bologna/zsNxRyp3/;;;2.00;3.40;4.20;Genoa;Bologna
1572700939-20990;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-sassuolo/xbybEUPG/;;;2.40;3.30;2.75;Bologna;Sassuolo
1572701191-22630;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-ac-milan/xni8BdpG/;;;1.70;4.20;5.40;AS Roma;AC Milan
1572701419-24070;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-sassuolo/px6vsZHA/;;;2.10;3.40;3.75;Genoa;Sassuolo
1572701527-24768;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-sampdoria/rmzi3Yid/;;;3.02;3.19;2.35;Palermo;Sampdoria
1572700657-19103;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-cagliari/OrFZAUQh/;;;1.95;3.40;4.05;Genoa;Cagliari
1572700793-20016;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-inter/8MyU7Dpf/;null;null;3.80;3.25;1.90;Empoli;Inter
1572701531-24786;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-udinese/GhvzQea9/;;;1.48;4.30;7.00;Lazio;Udinese
1572701972-27652;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-ac-milan/bBjvg9on/;;;3.40;4.00;2.00;Cagliari;AC Milan
1572700668-19165;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-crotone/hO6j7nQH/;;;1.68;3.25;5.10;Bologna;Crotone
1572701950-27511;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-sassuolo/YkASWIUq/;;;1.87;4.30;3.80;Torino;Sassuolo
1572701083-21919;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-as-roma/pGU3UeY4/;;;3.52;3.52;2.00;Atalanta;AS Roma
1572700991-21301;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-fiorentina/jJzHqYxG/;;;4.10;3.30;2.00;Bologna;Fiorentina
1572700648-19063;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-napoli/I5EwAlta/;;;7.00;4.33;1.44;Pescara;Napoli
1572701932-27387;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-atalanta/bkF3tW1t/;;;3.00;3.30;2.49;Empoli;Atalanta
1572701131-22258;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-empoli/r7KbepfI/;;;1.83;3.52;4.90;Sassuolo;Empoli
1572701326-23491;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-ac-milan/GvD1eVyS/;;;2.60;3.30;3.00;Torino;AC Milan
1572701035-21607;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-ac-milan/SvbwEzlO/;null;null;5.25;3.80;1.67;Palermo;AC Milan
1572701636-25477;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-napoli/OA3ely7m/;;;9.60;4.90;1.35;Empoli;Napoli
1572700648-19059;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-napoli/I5EwAlta/;;;7.50;4.33;1.44;Pescara;Napoli
1572700972-21200;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-torino/M3jcALOr/;;;1.94;3.45;4.10;Inter;Torino
1572701502-24611;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-napoli/z17pJmnP/;null;null;7.05;4.20;1.46;Chievo;Napoli
1572701069-21842;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-genoa/6VICSZ2H/;;;1.73;3.75;5.00;Lazio;Genoa
