start;url;match;href;Bookmakers: 22;Bookmakers: 22;Home;Draw;Away;Home_team;Away_team
1572701622-25389;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-inter/KCR8qDLI/;;;3.82;3.85;1.82;Torino;Inter
1572700761-19788;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-genoa/IF5mvrQd/;;;2.35;3.25;3.00;Sassuolo;Genoa
1572701253-23041;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-sassuolo/ObJ5o3Rn/;;;2.40;3.25;3.00;Cagliari;Sassuolo
1572701832-26760;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-lazio/CKkIaE3f/;;;1.98;3.65;3.70;AS Roma;Lazio
1572701411-24029;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-crotone/xzoJZjAp/;;;2.30;3.10;3.25;Palermo;Crotone
1572700961-21132;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-empoli/WIqQH3W8/;;;1.25;5.75;13.00;Napoli;Empoli
1572701618-25371;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-torino/WGvIzIxl/;;;1.48;4.50;6.15;Lazio;Torino
1572701163-22447;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-pescara/OOphFvoi/;;;2.80;3.20;2.65;Crotone;Pescara
1572700961-21124;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-empoli/WIqQH3W8/;;;1.25;6.00;13.00;Napoli;Empoli
1572700982-21256;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-udinese/hlMdVM08/;;;2.71;3.12;2.63;Palermo;Udinese
1572701441-24217;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-juventus/pE7Eqsda/;;;11.00;5.00;1.30;Crotone;Juventus
1572700802-20090;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-palermo/QcWY6Xa0/;null;null;1.53;4.20;6.25;Atalanta;Palermo
1572700661-19115;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-sampdoria/bL9b5QfU/;;;2.19;3.48;3.72;Empoli;Sampdoria
1572701405-23969;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-napoli/Wh8jvX1T/;;;6.07;4.20;1.54;Bologna;Napoli
1572701467-24398;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-empoli/vHxlco88/;null;null;1.33;5.50;10.00;Inter;Empoli
1572701250-23021;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-napoli/fPE1nqCt/;;;4.62;4.00;1.83;Fiorentina;Napoli
1572701397-23925;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-bologna/dIUi2wkC/;;;2.49;3.30;3.00;Cagliari;Bologna
1572701208-22756;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-crotone/Sl3yVdad/;;;1.61;3.70;6.25;Udinese;Crotone
1572700986-21290;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-napoli/vqLjwWFq/;;;1.73;3.40;5.00;Juventus;Napoli
1572701309-23379;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-empoli/ptdjbXi9/;;;1.80;3.50;4.75;Sampdoria;Empoli
1572700847-20397;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-chievo/M7nsmhRH/;;;2.70;3.10;2.88;Pescara;Chievo
1572700665-19157;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-inter/EX7n8SAB/;;;4.04;3.23;2.08;Chievo;Inter
1572701401-23958;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-fiorentina/td5yaMen/;;;3.75;3.40;2.05;Pescara;Fiorentina
1572701243-22984;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-udinese/GfDkuS4D/;;;1.95;3.50;4.00;Sampdoria;Udinese
1572701408-24004;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-lazio/h29nuDnN/;;;6.15;4.15;1.54;Pescara;Lazio
1572701644-25535;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-lazio/6Zh0meMg/;;;6.25;4.25;1.53;Cagliari;Lazio
1572701481-24477;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-palermo/YymLCoPh/;null;null;1.15;7.35;17.50;Juventus;Palermo
1572701601-25264;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-as-roma/hSCPgcqQ/;;;8.00;4.90;1.39;Palermo;AS Roma
1572701775-26375;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-napoli/O21A1FHp/;;;7.30;5.10;1.41;Sassuolo;Napoli
1572701697-25871;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-pescara/8n3DwFT8/;;;1.86;3.70;3.90;Empoli;Pescara
1572701907-27231;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-fiorentina/phMjN81I/;;;1.17;7.00;11.00;Napoli;Fiorentina
1572701026-21533;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-lazio/On1MHIla/;null;null;1.67;4.00;5.00;Napoli;Lazio
1572701843-26815;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-atalanta/W0GmFg3s/;;;3.15;3.26;2.25;Udinese;Atalanta
1572701733-26114;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-sampdoria/dnYMAJfb/;;;2.24;3.71;3.30;Sassuolo;Sampdoria
1572701422-24100;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-torino/OS4rtgXG/;;;3.45;3.25;2.21;Empoli;Torino
1572701302-23331;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-as-roma/IgfbdBML/;;;4.60;3.65;1.82;Udinese;AS Roma
1572700665-19145;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-inter/EX7n8SAB/;;;3.70;3.20;2.08;Chievo;Inter
1572701201-22713;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-cagliari/UPZ8SlL7/;;;2.09;3.40;4.03;Empoli;Cagliari
1572700893-20682;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-bologna/OlOB2XQ4/;;;1.45;4.33;8.00;Lazio;Bologna
1572701052-21726;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-bologna/tOBHIbZh/;null;null;1.25;6.00;12.00;AS Roma;Bologna
1572701901-27179;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-pescara/f3TwQAHa/;;;1.67;4.05;5.00;Bologna;Pescara
1572701768-26331;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-bologna/x65E0ZWj/;;;1.34;4.90;8.50;Atalanta;Bologna
1572700913-20835;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-genoa/QLhzetPe/;;;3.05;3.30;2.50;Sampdoria;Genoa
1572701295-23298;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-chievo/0ClYk9ak/;;;1.44;4.40;7.75;Inter;Chievo
1572700954-21068;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-as-roma/ChqA7J81/;;;4.10;3.55;1.90;Sassuolo;AS Roma
1572700995-21334;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-inter/zBEayApd/;;;3.50;3.50;2.05;Sampdoria;Inter
1572700935-20958;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-fiorentina/GrmkGje4/;;;3.50;3.20;2.20;Cagliari;Fiorentina
1572701464-24367;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-atalanta/hKthd5NE/;null;null;4.75;3.50;1.80;Palermo;Atalanta
1572701523-24742;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-ac-milan/l6xrOZTL/;;;2.75;3.40;2.60;Sassuolo;AC Milan
1572701471-24415;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-as-roma/C41gy4ok/;;;7.60;4.80;1.35;Crotone;AS Roma
1572701862-26947;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-bologna/8nqRchY6/;;;2.05;3.28;4.14;Empoli;Bologna
1572700836-20325;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-atalanta/IgxUMeDC/;;;4.54;3.48;1.95;Crotone;Atalanta
1572701768-26330;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-bologna/x65E0ZWj/;;;1.39;5.30;9.70;Atalanta;Bologna
1572701587-25166;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-ac-milan/SrYQYe70/;;;1.44;4.50;8.50;Juventus;AC Milan
1572701615-25341;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-empoli/xfuEybNs/;;;2.06;3.30;4.46;Chievo;Empoli
1572701232-22911;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-empoli/IaiY3BsE/;;;1.53;4.20;6.50;Atalanta;Empoli
1572701576-25093;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-inter/rXJvNb8l/;;;5.50;3.90;1.72;Cagliari;Inter
1572701048-21689;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-juventus/A33YEGYH/;null;null;6.36;3.60;1.57;Chievo;Juventus
1572700910-20796;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-torino/WfowJhBo/;;;4.12;3.45;1.86;Palermo;Torino
1572700910-20806;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-torino/WfowJhBo/;;;3.60;3.30;2.00;Palermo;Torino
1572700778-19902;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-lazio/4lVx6iF6/;null;null;2.40;3.25;3.25;AC Milan;Lazio
1572700889-20667;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-crotone/jNA44gdh/;;;1.54;4.00;6.40;Sassuolo;Crotone
1572700723-19541;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-lazio/U1Zf0DP1/;;;2.65;3.30;2.50;Chievo;Lazio
1572700868-20532;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-napoli/xKpVkfsa/;;;5.47;3.75;1.75;Atalanta;Napoli
1572700850-20403;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-fiorentina/UDN3ZYdI/;;;2.50;3.34;3.20;Torino;Fiorentina
1572700799-20075;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-sampdoria/x0Y49QLb/;null;null;2.25;3.10;3.40;Bologna;Sampdoria
1572701221-22847;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-fiorentina/jZz5TU51/;;;1.83;3.70;4.33;Lazio;Fiorentina
1572701965-27600;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-pescara/l0qij7V4/;;;1.25;7.00;12.00;Fiorentina;Pescara
1572700903-20751;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-atalanta/2uNF1itB/;;;1.67;3.80;5.50;Fiorentina;Atalanta
1572700682-19256;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-juventus/l6Qrx7Pi/;;;4.00;3.30;1.95;Lazio;Juventus
1572701876-27020;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-ac-milan/SGRoOlnC/;;;2.11;3.50;3.96;Atalanta;AC Milan
1572701512-24679;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-fiorentina/hroA2tpl/;null;null;2.20;3.40;3.60;AC Milan;Fiorentina
1572701198-22674;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-as-roma/IaV2lWsR/;;;1.72;3.45;5.50;Juventus;AS Roma
1572701118-22156;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-sassuolo/bLo63MUs/;;;1.35;5.00;9.00;Napoli;Sassuolo
1572700668-19159;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-crotone/hO6j7nQH/;;;1.86;3.25;4.50;Bologna;Crotone
1572701594-25206;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-bologna/0dWYWZyD/;;;1.91;3.50;4.20;Sassuolo;Bologna
1572700775-19891;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-atalanta/rubZUwmq/;;;2.45;3.30;2.88;Cagliari;Atalanta
1572700678-19235;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-ac-milan/MaYdE3Xp/;;;1.60;4.00;7.00;Napoli;AC Milan
1572701415-24056;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-inter/2DGZsF24/;;;1.62;3.80;6.50;Juventus;Inter
1572701869-26971;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-as-roma/QNgMbYI0/;;;3.10;3.60;2.20;AC Milan;AS Roma
1572700793-20024;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-inter/8MyU7Dpf/;null;null;3.30;3.30;2.10;Empoli;Inter
1572701340-23579;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-inter/U7UC16b1/;;;7.50;4.33;1.53;Palermo;Inter
1572701107-22076;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-udinese/YwEqnLa7/;;;2.44;3.15;3.10;Cagliari;Udinese
1572701153-22385;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-bologna/QVPgdQvC/;;;2.00;3.30;4.40;Udinese;Bologna
1572701661-25659;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-empoli/nNRmppCT/;;;1.19;7.84;17.63;AS Roma;Empoli
1572700654-19088;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-sassuolo/Q7ZbHWmP/;;;3.33;3.14;2.41;Palermo;Sassuolo
1572701654-25597;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-sassuolo/Ead8oZj6/;;;1.29;6.00;10.00;AS Roma;Sassuolo
1572700975-21222;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-crotone/praVE1GR/;;;1.26;6.55;13.86;Fiorentina;Crotone
1572700641-19035;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-udinese/ddDs98e5/;;;1.50;4.00;6.10;AS Roma;Udinese
1572700927-20918;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-chievo/rc3VeM9k/;;;2.60;3.00;3.00;Empoli;Chievo
1572701654-25608;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-sassuolo/Ead8oZj6/;;;1.30;6.34;10.67;AS Roma;Sassuolo
1572701722-26039;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-as-roma/nsIIHX6k/;;;7.50;4.80;1.45;Bologna;AS Roma
1572700805-20106;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-crotone/ChygCSyt/;null;null;1.13;7.90;16.61;AS Roma;Crotone
1572701376-23800;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-atalanta/0jyq4aKa/;;;2.29;3.30;3.05;Torino;Atalanta
1572701107-22077;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-udinese/YwEqnLa7/;;;2.40;3.15;3.25;Cagliari;Udinese
1572700968-21174;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-sampdoria/jLaRFs1L/;;;1.20;5.80;13.00;Juventus;Sampdoria
1572701534-24823;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-as-roma/GxjCAGaM/;;;2.40;3.45;2.90;Inter;AS Roma
1572701390-23891;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-genoa/Sxwy6Lkm/;;;1.70;3.80;5.00;Fiorentina;Genoa
1572701145-22333;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-palermo/bJYx08um/;;;1.36;4.95;7.68;Fiorentina;Palermo
1572700903-20762;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-atalanta/2uNF1itB/;;;1.71;3.86;5.68;Fiorentina;Atalanta
1572701604-25270;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-crotone/0YmntvFQ/;;;1.12;7.70;21.00;Napoli;Crotone
1572701239-22952;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-genoa/AcAsslz1/;;;1.89;3.80;4.54;Torino;Genoa
1572701019-21501;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-palermo/U9ZKrhhM/;;;1.80;3.60;4.80;Cagliari;Palermo
1572700896-20718;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-cagliari/p4CK0BeH/;;;1.32;5.20;10.00;Inter;Cagliari
1572700775-19873;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-atalanta/rubZUwmq/;;;2.38;3.25;3.20;Cagliari;Atalanta
1572701076-21869;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-torino/xjReWH3h/;;;4.70;3.70;1.76;Crotone;Torino
1572700781-19920;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-fiorentina/jqzcBnin/;null;null;3.36;3.24;2.46;Udinese;Fiorentina
1572701291-23274;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-cagliari/jXPRvJAU/;;;1.40;5.00;8.50;AC Milan;Cagliari
1572701839-26794;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-torino/Mk90Cim0/;;;1.42;4.30;6.50;Juventus;Torino
1572701704-25916;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-genoa/8jJEIDiq/;;;2.02;3.44;4.40;Udinese;Genoa
1572701946-27479;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-chievo/GEaXVxpj/;;;1.33;5.80;8.40;Atalanta;Chievo
